reviewId,reviewText,reviewDate,rating
20250822-00001,Need 24x7 Instamart,2025-08-22,3
20250822-00002,Discount not applied,2025-08-22,4
20250822-00003,Reached very late,2025-08-22,2
20250822-00004,Map pin wrong,2025-08-22,5
20250822-00005,Night delivery please,2025-08-22,3
20250822-00006,Refund taking too long,2025-08-22,4
20250822-00007,Refund pending for a week,2025-08-22,3
20250822-00008,Rider no show,2025-08-22,3
20250822-00009,App keeps crashing,2025-08-22,3
20250822-00010,Bring back 10 minute delivery,2025-08-22,2
20250822-00011,Money not refunded yet,2025-08-22,2
20250822-00012,Abusive behaviour,2025-08-22,2
20250822-00013,App hangs on payment,2025-08-22,2
20250822-00014,Burger arrived cold and soggy,2025-08-22,1
20250822-00015,Night delivery please,2025-08-22,4
20250822-00016,Misbehaved at the door,2025-08-22,2
20250822-00017,Need 24x7 Instamart,2025-08-22,4
20250822-00018,Please keep Instamart open all night,2025-08-22,4
20250822-00019,Instant bolt delivery was great,2025-08-22,3
20250822-00020,GPS kept jumping,2025-08-22,3
20250822-00021,Order was late by 40 mins,2025-08-22,5
20250822-00022,Cold pizza,2025-08-22,2
20250822-00023,Misbehaved at the door,2025-08-22,3
20250822-00024,Driver took wrong route,2025-08-22,4
20250822-00025,Reached very late,2025-08-22,2
20250822-00026,Refund pending for a week,2025-08-22,3
20250822-00027,App keeps crashing,2025-08-22,5
20250822-00028,Reached very late,2025-08-22,3
20250822-00029,App hangs on payment,2025-08-22,3
20250822-00030,Location inaccurate,2025-08-22,2
20250822-00031,Please keep Instamart open all night,2025-08-22,1
20250822-00032,App keeps crashing,2025-08-22,4
20250822-00033,Refund taking too long,2025-08-22,1
20250822-00034,Stale paratha,2025-08-22,4
20250822-00035,Night delivery please,2025-08-22,1
20250822-00036,App keeps crashing,2025-08-22,3
20250822-00037,Offer didn't work,2025-08-22,2
20250822-00038,Map pin wrong,2025-08-22,5
20250822-00039,Cold pizza,2025-08-22,1
20250822-00040,Coupon not working,2025-08-22,1
20250822-00041,Need 24x7 Instamart,2025-08-22,4
