reviewId,reviewText,reviewDate,rating
20250818-00001,Order was late by 40 mins,2025-08-18,2
20250818-00002,Force closes on checkout,2025-08-18,2
20250818-00003,Rider no show,2025-08-18,3
20250818-00004,Force closes on checkout,2025-08-18,3
20250818-00005,Very impolite on call,2025-08-18,3
20250818-00006,Rotten salad,2025-08-18,2
20250818-00007,Offer didn't work,2025-08-18,3
20250818-00008,Location inaccurate,2025-08-18,1
20250818-00009,Misbehaved at the door,2025-08-18,3
20250818-00010,Map not updating,2025-08-18,1
20250818-00011,Reached very late,2025-08-18,1
20250818-00012,Coupon not working,2025-08-18,3
20250818-00013,Force closes on checkout,2025-08-18,3
20250818-00014,Force closes on checkout,2025-08-18,3
20250818-00015,Order was late by 40 mins,2025-08-18,4
20250818-00016,Order was late by 40 mins,2025-08-18,1
20250818-00017,Force closes on checkout,2025-08-18,2
20250818-00018,Food smelled bad,2025-08-18,3
20250818-00019,Rotten salad,2025-08-18,2
20250818-00020,Bring back 10 minute delivery,2025-08-18,4
20250818-00021,Promo code failed,2025-08-18,3
20250818-00022,Discount not applied,2025-08-18,2
20250818-00023,Coupon not working,2025-08-18,3
20250818-00024,Night delivery please,2025-08-18,3
20250818-00025,Rotten salad,2025-08-18,4
20250818-00026,Cold pizza,2025-08-18,3
20250818-00027,Money not refunded yet,2025-08-18,3
20250818-00028,Driver took wrong route,2025-08-18,3
20250818-00029,Rider no show,2025-08-18,3
20250818-00030,Delivery stuck on the map,2025-08-18,2
20250818-00031,Map not updating,2025-08-18,3
20250818-00032,App keeps crashing,2025-08-18,2
20250818-00033,Order was late by 40 mins,2025-08-18,2
20250818-00034,Promo code failed,2025-08-18,4
20250818-00035,Rider was rude,2025-08-18,2
20250818-00036,Map not updating,2025-08-18,2
20250818-00037,Please keep Instamart open all night,2025-08-18,4
20250818-00038,Reached very late,2025-08-18,2
20250818-00039,Offer didn't work,2025-08-18,4
20250818-00040,App keeps crashing,2025-08-18,2
20250818-00041,Map not updating,2025-08-18,1
20250818-00042,Rider was rude,2025-08-18,4
20250818-00043,Abusive behaviour,2025-08-18,1
20250818-00044,Money not refunded yet,2025-08-18,3
20250818-00045,Money not refunded yet,2025-08-18,2
20250818-00046,Coupon not working,2025-08-18,3
20250818-00047,Promo code failed,2025-08-18,3
20250818-00048,Delivery stuck on the map,2025-08-18,4
20250818-00049,Refund taking too long,2025-08-18,4
20250818-00050,Refund taking too long,2025-08-18,3
20250818-00051,Delivery stuck on the map,2025-08-18,3
20250818-00052,Money not refunded yet,2025-08-18,4
20250818-00053,Order was late by 40 mins,2025-08-18,4
20250818-00054,Force closes on checkout,2025-08-18,1
20250818-00055,GPS kept jumping,2025-08-18,3
20250818-00056,Misbehaved at the door,2025-08-18,3
20250818-00057,Driver took wrong route,2025-08-18,4
20250818-00058,Stale paratha,2025-08-18,3
20250818-00059,Food smelled bad,2025-08-18,2
20250818-00060,Rotten salad,2025-08-18,4
20250818-00061,Refund taking too long,2025-08-18,3
20250818-00062,Refund taking too long,2025-08-18,3
20250818-00063,Force closes on checkout,2025-08-18,2
20250818-00064,App hangs on payment,2025-08-18,2
20250818-00065,Driver took wrong route,2025-08-18,2
20250818-00066,Please keep Instamart open all night,2025-08-18,2
20250818-00067,Money not refunded yet,2025-08-18,3
20250818-00068,Refund pending for a week,2025-08-18,3
20250818-00069,Rider no show,2025-08-18,3
20250818-00070,Money not refunded yet,2025-08-18,2
20250818-00071,Bring back 10 minute delivery,2025-08-18,2
20250818-00072,Stale paratha,2025-08-18,3
20250818-00073,App keeps crashing,2025-08-18,3
20250818-00074,Bring back 10 minute delivery,2025-08-18,3
20250818-00075,Refund taking too long,2025-08-18,2
20250818-00076,GPS kept jumping,2025-08-18,3
20250818-00077,Delivery stuck on the map,2025-08-18,3
20250818-00078,Bring back 10 minute delivery,2025-08-18,3
20250818-00079,Discount not applied,2025-08-18,3
20250818-00080,Need 24x7 Instamart,2025-08-18,5
20250818-00081,Order was late by 40 mins,2025-08-18,4
20250818-00082,App keeps crashing,2025-08-18,3
20250818-00083,Rider no show,2025-08-18,2
20250818-00084,Where is 10 min delivery?,2025-08-18,4
20250818-00085,Rider no show,2025-08-18,4
20250818-00086,App hangs on payment,2025-08-18,2
20250818-00087,Where is 10 min delivery?,2025-08-18,4
20250818-00088,Force closes on checkout,2025-08-18,1
20250818-00089,Rider no show,2025-08-18,3
20250818-00090,Rider was rude,2025-08-18,3
20250818-00091,Please keep Instamart open all night,2025-08-18,3
20250818-00092,Night delivery please,2025-08-18,3
20250818-00093,Driver took wrong route,2025-08-18,3
20250818-00094,Refund taking too long,2025-08-18,2
20250818-00095,Food smelled bad,2025-08-18,3
20250818-00096,Order was late by 40 mins,2025-08-18,3
20250818-00097,Refund pending for a week,2025-08-18,4
20250818-00098,Delivery stuck on the map,2025-08-18,3
20250818-00099,Promo code failed,2025-08-18,1
20250818-00100,Cold pizza,2025-08-18,3
20250818-00101,App hangs on payment,2025-08-18,4
20250818-00102,Map not updating,2025-08-18,2
20250818-00103,Please keep Instamart open all night,2025-08-18,2
20250818-00104,Rider no show,2025-08-18,3
20250818-00105,Discount not applied,2025-08-18,2
20250818-00106,Please keep Instamart open all night,2025-08-18,2
20250818-00107,Rider was rude,2025-08-18,1
20250818-00108,Food smelled bad,2025-08-18,4
20250818-00109,Rider no show,2025-08-18,4
20250818-00110,Delivery stuck on the map,2025-08-18,2
20250818-00111,Money not refunded yet,2025-08-18,1
20250818-00112,Food smelled bad,2025-08-18,2
20250818-00113,Refund pending for a week,2025-08-18,2
20250818-00114,Rotten salad,2025-08-18,1
20250818-00115,Rotten salad,2025-08-18,4
20250818-00116,Rider no show,2025-08-18,3
20250818-00117,Refund taking too long,2025-08-18,3
20250818-00118,Misbehaved at the door,2025-08-18,3
20250818-00119,Offer didn't work,2025-08-18,2
20250818-00120,Coupon not working,2025-08-18,4
20250818-00121,Refund taking too long,2025-08-18,2
20250818-00122,Driver took wrong route,2025-08-18,4
20250818-00123,Order was late by 40 mins,2025-08-18,2
20250818-00124,Discount not applied,2025-08-18,4
20250818-00125,GPS kept jumping,2025-08-18,3
20250818-00126,Refund taking too long,2025-08-18,3
20250818-00127,Need 24x7 Instamart,2025-08-18,3
20250818-00128,Location inaccurate,2025-08-18,2
20250818-00129,Burger arrived cold and soggy,2025-08-18,3
20250818-00130,Order was late by 40 mins,2025-08-18,4
20250818-00131,Delivery stuck on the map,2025-08-18,2
20250818-00132,Discount not applied,2025-08-18,2
20250818-00133,Order was late by 40 mins,2025-08-18,2
20250818-00134,Discount not applied,2025-08-18,4
20250818-00135,Promo code failed,2025-08-18,2
20250818-00136,Delivery stuck on the map,2025-08-18,3
20250818-00137,Very impolite on call,2025-08-18,3
20250818-00138,Misbehaved at the door,2025-08-18,3
20250818-00139,Food smelled bad,2025-08-18,3
20250818-00140,Discount not applied,2025-08-18,2
20250818-00141,Where is 10 min delivery?,2025-08-18,1
20250818-00142,Driver took wrong route,2025-08-18,3
20250818-00143,Cold pizza,2025-08-18,3
20250818-00144,Where is 10 min delivery?,2025-08-18,3
20250818-00145,Order was late by 40 mins,2025-08-18,3
20250818-00146,Order was late by 40 mins,2025-08-18,2
20250818-00147,Map not updating,2025-08-18,5
20250818-00148,Map not updating,2025-08-18,2
20250818-00149,Force closes on checkout,2025-08-18,3
20250818-00150,Misbehaved at the door,2025-08-18,4
20250818-00151,Very impolite on call,2025-08-18,3
20250818-00152,Bring back 10 minute delivery,2025-08-18,1
20250818-00153,Reached very late,2025-08-18,4
20250818-00154,Rider no show,2025-08-18,1
20250818-00155,Coupon not working,2025-08-18,1
20250818-00156,Offer didn't work,2025-08-18,2
20250818-00157,Reached very late,2025-08-18,2
20250818-00158,App hangs on payment,2025-08-18,3
20250818-00159,App hangs on payment,2025-08-18,2
20250818-00160,Promo code failed,2025-08-18,5
20250818-00161,Money not refunded yet,2025-08-18,1
20250818-00162,Rider was rude,2025-08-18,2
20250818-00163,Location inaccurate,2025-08-18,2
20250818-00164,Cold pizza,2025-08-18,3
20250818-00165,Rider no show,2025-08-18,3
20250818-00166,Stale paratha,2025-08-18,1
