reviewId,reviewText,reviewDate,rating
20250729-00001,Cold pizza,2025-07-29,2
20250729-00002,Food smelled bad,2025-07-29,3
20250729-00003,Reached very late,2025-07-29,1
20250729-00004,Discount not applied,2025-07-29,4
20250729-00005,Rotten salad,2025-07-29,4
20250729-00006,Refund pending for a week,2025-07-29,2
20250729-00007,Force closes on checkout,2025-07-29,3
20250729-00008,Need 24x7 Instamart,2025-07-29,4
20250729-00009,Driver took wrong route,2025-07-29,1
20250729-00010,Please keep Instamart open all night,2025-07-29,2
20250729-00011,Cold pizza,2025-07-29,2
20250729-00012,Location inaccurate,2025-07-29,2
20250729-00013,Instant bolt delivery was great,2025-07-29,2
20250729-00014,Reached very late,2025-07-29,2
20250729-00015,Rotten salad,2025-07-29,5
20250729-00016,Discount not applied,2025-07-29,2
20250729-00017,GPS kept jumping,2025-07-29,1
20250729-00018,Force closes on checkout,2025-07-29,2
20250729-00019,Rider no show,2025-07-29,3
20250729-00020,Very impolite on call,2025-07-29,2
20250729-00021,Food smelled bad,2025-07-29,2
20250729-00022,GPS kept jumping,2025-07-29,4
20250729-00023,Abusive behaviour,2025-07-29,3
20250729-00024,Map not updating,2025-07-29,5
20250729-00025,Please keep Instamart open all night,2025-07-29,3
20250729-00026,Money not refunded yet,2025-07-29,3
20250729-00027,Reached very late,2025-07-29,3
20250729-00028,Location inaccurate,2025-07-29,4
20250729-00029,Delivery stuck on the map,2025-07-29,1
20250729-00030,Map pin wrong,2025-07-29,5
20250729-00031,Force closes on checkout,2025-07-29,2
20250729-00032,Order was late by 40 mins,2025-07-29,1
20250729-00033,App keeps crashing,2025-07-29,3
20250729-00034,Reached very late,2025-07-29,2
20250729-00035,Very impolite on call,2025-07-29,3
20250729-00036,Reached very late,2025-07-29,4
20250729-00037,Rider no show,2025-07-29,4
20250729-00038,Delivery stuck on the map,2025-07-29,3
20250729-00039,Burger arrived cold and soggy,2025-07-29,4
20250729-00040,Misbehaved at the door,2025-07-29,2
20250729-00041,Delivery stuck on the map,2025-07-29,1
20250729-00042,Bring back 10 minute delivery,2025-07-29,3
20250729-00043,App hangs on payment,2025-07-29,2
20250729-00044,Cold pizza,2025-07-29,3
20250729-00045,Please keep Instamart open all night,2025-07-29,2
20250729-00046,Rotten salad,2025-07-29,3
20250729-00047,Bring back 10 minute delivery,2025-07-29,4
20250729-00048,Promo code failed,2025-07-29,1
20250729-00049,Very impolite on call,2025-07-29,2
20250729-00050,Rider no show,2025-07-29,1
20250729-00051,Refund pending for a week,2025-07-29,3
20250729-00052,Cold pizza,2025-07-29,3
20250729-00053,Rider was rude,2025-07-29,3
20250729-00054,Map not updating,2025-07-29,4
20250729-00055,Money not refunded yet,2025-07-29,3
20250729-00056,Driver took wrong route,2025-07-29,4
20250729-00057,Stale paratha,2025-07-29,3
20250729-00058,App keeps crashing,2025-07-29,1
20250729-00059,Rider no show,2025-07-29,3
20250729-00060,GPS kept jumping,2025-07-29,3
20250729-00061,Map not updating,2025-07-29,2
20250729-00062,Delivery stuck on the map,2025-07-29,3
20250729-00063,Abusive behaviour,2025-07-29,2
20250729-00064,Promo code failed,2025-07-29,3
20250729-00065,Driver took wrong route,2025-07-29,2
20250729-00066,Please keep Instamart open all night,2025-07-29,2
20250729-00067,Map pin wrong,2025-07-29,4
20250729-00068,Delivery stuck on the map,2025-07-29,1
20250729-00069,Delivery stuck on the map,2025-07-29,2
20250729-00070,Delivery stuck on the map,2025-07-29,3
20250729-00071,Driver took wrong route,2025-07-29,2
20250729-00072,Driver took wrong route,2025-07-29,1
20250729-00073,Map pin wrong,2025-07-29,4
20250729-00074,Stale paratha,2025-07-29,3
20250729-00075,Need 24x7 Instamart,2025-07-29,2
20250729-00076,App hangs on payment,2025-07-29,3
20250729-00077,Instant bolt delivery was great,2025-07-29,4
20250729-00078,Force closes on checkout,2025-07-29,3
20250729-00079,Delivery stuck on the map,2025-07-29,1
20250729-00080,Offer didn't work,2025-07-29,3
20250729-00081,Driver took wrong route,2025-07-29,4
20250729-00082,Food smelled bad,2025-07-29,4
20250729-00083,Discount not applied,2025-07-29,3
20250729-00084,App hangs on payment,2025-07-29,3
20250729-00085,Refund taking too long,2025-07-29,4
20250729-00086,Driver took wrong route,2025-07-29,4
20250729-00087,Rider was rude,2025-07-29,4
20250729-00088,Refund taking too long,2025-07-29,3
20250729-00089,Rider no show,2025-07-29,2
20250729-00090,Night delivery please,2025-07-29,2
20250729-00091,Cold pizza,2025-07-29,3
20250729-00092,Reached very late,2025-07-29,1
20250729-00093,Rider no show,2025-07-29,3
20250729-00094,Location inaccurate,2025-07-29,3
20250729-00095,Burger arrived cold and soggy,2025-07-29,5
20250729-00096,Need 24x7 Instamart,2025-07-29,3
20250729-00097,Money not refunded yet,2025-07-29,3
20250729-00098,Stale paratha,2025-07-29,2
20250729-00099,Rotten salad,2025-07-29,3
20250729-00100,Order was late by 40 mins,2025-07-29,4
20250729-00101,Force closes on checkout,2025-07-29,4
20250729-00102,Refund taking too long,2025-07-29,3
20250729-00103,Rotten salad,2025-07-29,3
20250729-00104,Abusive behaviour,2025-07-29,3
20250729-00105,Rider no show,2025-07-29,2
20250729-00106,Delivery stuck on the map,2025-07-29,1
20250729-00107,Delivery stuck on the map,2025-07-29,3
20250729-00108,Discount not applied,2025-07-29,3
20250729-00109,Rotten salad,2025-07-29,2
20250729-00110,Delivery stuck on the map,2025-07-29,2
20250729-00111,Delivery stuck on the map,2025-07-29,2
20250729-00112,Discount not applied,2025-07-29,1
20250729-00113,Need 24x7 Instamart,2025-07-29,3
20250729-00114,Delivery stuck on the map,2025-07-29,4
20250729-00115,Order was late by 40 mins,2025-07-29,4
20250729-00116,Rotten salad,2025-07-29,3
20250729-00117,Instant bolt delivery was great,2025-07-29,3
20250729-00118,Coupon not working,2025-07-29,3
20250729-00119,Location inaccurate,2025-07-29,4
20250729-00120,Refund taking too long,2025-07-29,4
20250729-00121,Location inaccurate,2025-07-29,2
20250729-00122,Abusive behaviour,2025-07-29,2
20250729-00123,Coupon not working,2025-07-29,3
20250729-00124,Offer didn't work,2025-07-29,2
20250729-00125,Instant bolt delivery was great,2025-07-29,3
20250729-00126,Very impolite on call,2025-07-29,3
20250729-00127,Map not updating,2025-07-29,3
20250729-00128,Refund taking too long,2025-07-29,3
20250729-00129,Abusive behaviour,2025-07-29,2
20250729-00130,Burger arrived cold and soggy,2025-07-29,3
20250729-00131,Where is 10 min delivery?,2025-07-29,4
20250729-00132,Rider no show,2025-07-29,3
20250729-00133,Need 24x7 Instamart,2025-07-29,2
20250729-00134,Rider no show,2025-07-29,4
20250729-00135,Bring back 10 minute delivery,2025-07-29,4
20250729-00136,Night delivery please,2025-07-29,1
20250729-00137,Order was late by 40 mins,2025-07-29,5
20250729-00138,App keeps crashing,2025-07-29,4
20250729-00139,Bring back 10 minute delivery,2025-07-29,3
20250729-00140,Please keep Instamart open all night,2025-07-29,4
20250729-00141,Location inaccurate,2025-07-29,2
20250729-00142,Map not updating,2025-07-29,2
20250729-00143,Reached very late,2025-07-29,2
20250729-00144,Driver took wrong route,2025-07-29,2
20250729-00145,Money not refunded yet,2025-07-29,3
20250729-00146,Rider no show,2025-07-29,2
20250729-00147,GPS kept jumping,2025-07-29,3
20250729-00148,Rider was rude,2025-07-29,2
20250729-00149,Refund pending for a week,2025-07-29,2
20250729-00150,Cold pizza,2025-07-29,1
20250729-00151,Night delivery please,2025-07-29,5
20250729-00152,Refund pending for a week,2025-07-29,3
20250729-00153,Order was late by 40 mins,2025-07-29,3
20250729-00154,Map not updating,2025-07-29,3
20250729-00155,Reached very late,2025-07-29,3
20250729-00156,Location inaccurate,2025-07-29,2
20250729-00157,Where is 10 min delivery?,2025-07-29,3
20250729-00158,Food smelled bad,2025-07-29,1
20250729-00159,Money not refunded yet,2025-07-29,4
20250729-00160,Refund taking too long,2025-07-29,3
20250729-00161,Stale paratha,2025-07-29,3
20250729-00162,Misbehaved at the door,2025-07-29,3
20250729-00163,Discount not applied,2025-07-29,2
20250729-00164,Location inaccurate,2025-07-29,3
20250729-00165,Refund taking too long,2025-07-29,1
20250729-00166,Rotten salad,2025-07-29,5
20250729-00167,Offer didn't work,2025-07-29,3
20250729-00168,Delivery stuck on the map,2025-07-29,3
20250729-00169,Food smelled bad,2025-07-29,2
20250729-00170,Rotten salad,2025-07-29,3
20250729-00171,App keeps crashing,2025-07-29,5
20250729-00172,Delivery stuck on the map,2025-07-29,2
20250729-00173,Force closes on checkout,2025-07-29,2
20250729-00174,Coupon not working,2025-07-29,2
20250729-00175,Burger arrived cold and soggy,2025-07-29,3
20250729-00176,Cold pizza,2025-07-29,3
20250729-00177,Cold pizza,2025-07-29,3
20250729-00178,Rider no show,2025-07-29,4
20250729-00179,Order was late by 40 mins,2025-07-29,2
20250729-00180,Refund pending for a week,2025-07-29,3
