reviewId,reviewText,reviewDate,rating
20250830-00001,Rider no show,2025-08-30,2
20250830-00002,Misbehaved at the door,2025-08-30,4
20250830-00003,Cold pizza,2025-08-30,2
20250830-00004,Rider no show,2025-08-30,2
20250830-00005,Driver took wrong route,2025-08-30,4
20250830-00006,Refund pending for a week,2025-08-30,3
20250830-00007,Night delivery please,2025-08-30,4
20250830-00008,Refund pending for a week,2025-08-30,4
20250830-00009,Bring back 10 minute delivery,2025-08-30,2
20250830-00010,Very impolite on call,2025-08-30,4
20250830-00011,Coupon not working,2025-08-30,2
20250830-00012,Rider was rude,2025-08-30,4
20250830-00013,Coupon not working,2025-08-30,3
20250830-00014,Order was late by 40 mins,2025-08-30,2
20250830-00015,Where is 10 min delivery?,2025-08-30,4
20250830-00016,Stale paratha,2025-08-30,3
20250830-00017,Refund taking too long,2025-08-30,2
20250830-00018,App keeps crashing,2025-08-30,3
20250830-00019,Delivery stuck on the map,2025-08-30,1
20250830-00020,Promo code failed,2025-08-30,3
20250830-00021,Discount not applied,2025-08-30,3
20250830-00022,Rider was rude,2025-08-30,4
20250830-00023,Discount not applied,2025-08-30,3
20250830-00024,Promo code failed,2025-08-30,2
20250830-00025,Refund pending for a week,2025-08-30,2
20250830-00026,App hangs on payment,2025-08-30,3
20250830-00027,Abusive behaviour,2025-08-30,4
20250830-00028,Need 24x7 Instamart,2025-08-30,2
20250830-00029,Rider no show,2025-08-30,2
20250830-00030,Coupon not working,2025-08-30,4
20250830-00031,Map not updating,2025-08-30,1
20250830-00032,Driver took wrong route,2025-08-30,4
20250830-00033,Reached very late,2025-08-30,2
20250830-00034,Reached very late,2025-08-30,2
20250830-00035,Offer didn't work,2025-08-30,5
20250830-00036,Need 24x7 Instamart,2025-08-30,4
20250830-00037,Bring back 10 minute delivery,2025-08-30,3
20250830-00038,Rider was rude,2025-08-30,4
20250830-00039,Delivery stuck on the map,2025-08-30,3
20250830-00040,Misbehaved at the door,2025-08-30,2
20250830-00041,Discount not applied,2025-08-30,3
20250830-00042,Misbehaved at the door,2025-08-30,3
20250830-00043,Please keep Instamart open all night,2025-08-30,3
20250830-00044,Delivery stuck on the map,2025-08-30,3
20250830-00045,Please keep Instamart open all night,2025-08-30,5
20250830-00046,Coupon not working,2025-08-30,3
20250830-00047,Rotten salad,2025-08-30,3
20250830-00048,Refund taking too long,2025-08-30,4
20250830-00049,Rider no show,2025-08-30,2
20250830-00050,App keeps crashing,2025-08-30,2
20250830-00051,Promo code failed,2025-08-30,4
20250830-00052,Need 24x7 Instamart,2025-08-30,3
20250830-00053,Very impolite on call,2025-08-30,4
20250830-00054,Food smelled bad,2025-08-30,3
20250830-00055,Coupon not working,2025-08-30,2
20250830-00056,Money not refunded yet,2025-08-30,3
20250830-00057,Offer didn't work,2025-08-30,4
20250830-00058,GPS kept jumping,2025-08-30,3
20250830-00059,Stale paratha,2025-08-30,3
20250830-00060,Burger arrived cold and soggy,2025-08-30,1
20250830-00061,Force closes on checkout,2025-08-30,4
20250830-00062,Burger arrived cold and soggy,2025-08-30,3
20250830-00063,Misbehaved at the door,2025-08-30,4
20250830-00064,Delivery stuck on the map,2025-08-30,3
20250830-00065,Misbehaved at the door,2025-08-30,2
20250830-00066,Rider no show,2025-08-30,3
20250830-00067,App hangs on payment,2025-08-30,4
20250830-00068,Refund taking too long,2025-08-30,3
20250830-00069,Misbehaved at the door,2025-08-30,3
20250830-00070,Instant bolt delivery was great,2025-08-30,3
20250830-00071,Delivery stuck on the map,2025-08-30,4
20250830-00072,Cold pizza,2025-08-30,3
20250830-00073,Food smelled bad,2025-08-30,2
20250830-00074,Reached very late,2025-08-30,5
20250830-00075,Rider was rude,2025-08-30,2
20250830-00076,Rotten salad,2025-08-30,2
20250830-00077,Promo code failed,2025-08-30,3
20250830-00078,Misbehaved at the door,2025-08-30,4
20250830-00079,Delivery stuck on the map,2025-08-30,3
20250830-00080,Coupon not working,2025-08-30,3
20250830-00081,App hangs on payment,2025-08-30,2
20250830-00082,Refund pending for a week,2025-08-30,1
20250830-00083,App hangs on payment,2025-08-30,3
20250830-00084,Refund pending for a week,2025-08-30,2
20250830-00085,Money not refunded yet,2025-08-30,2
20250830-00086,Money not refunded yet,2025-08-30,3
20250830-00087,Rotten salad,2025-08-30,4
20250830-00088,Refund pending for a week,2025-08-30,5
20250830-00089,Coupon not working,2025-08-30,3
20250830-00090,Offer didn't work,2025-08-30,4
20250830-00091,Please keep Instamart open all night,2025-08-30,3
20250830-00092,Money not refunded yet,2025-08-30,4
20250830-00093,Rider no show,2025-08-30,2
20250830-00094,Stale paratha,2025-08-30,3
20250830-00095,Driver took wrong route,2025-08-30,2
20250830-00096,Stale paratha,2025-08-30,3
20250830-00097,App keeps crashing,2025-08-30,3
20250830-00098,Location inaccurate,2025-08-30,3
20250830-00099,Discount not applied,2025-08-30,3
20250830-00100,Force closes on checkout,2025-08-30,3
20250830-00101,Map pin wrong,2025-08-30,3
20250830-00102,Coupon not working,2025-08-30,2
20250830-00103,Coupon not working,2025-08-30,3
20250830-00104,Map not updating,2025-08-30,1
20250830-00105,Rotten salad,2025-08-30,3
20250830-00106,Refund pending for a week,2025-08-30,3
20250830-00107,Night delivery please,2025-08-30,1
20250830-00108,Misbehaved at the door,2025-08-30,2
20250830-00109,Please keep Instamart open all night,2025-08-30,2
20250830-00110,Coupon not working,2025-08-30,4
20250830-00111,Night delivery please,2025-08-30,2
20250830-00112,Order was late by 40 mins,2025-08-30,1
20250830-00113,Money not refunded yet,2025-08-30,5
20250830-00114,App hangs on payment,2025-08-30,1
20250830-00115,Money not refunded yet,2025-08-30,3
20250830-00116,Offer didn't work,2025-08-30,3
20250830-00117,Misbehaved at the door,2025-08-30,3
20250830-00118,Order was late by 40 mins,2025-08-30,2
20250830-00119,Money not refunded yet,2025-08-30,2
20250830-00120,Refund taking too long,2025-08-30,3
20250830-00121,Driver took wrong route,2025-08-30,1
20250830-00122,Instant bolt delivery was great,2025-08-30,3
20250830-00123,Order was late by 40 mins,2025-08-30,3
20250830-00124,Money not refunded yet,2025-08-30,5
20250830-00125,Delivery stuck on the map,2025-08-30,3
20250830-00126,Refund taking too long,2025-08-30,2
20250830-00127,Refund taking too long,2025-08-30,3
20250830-00128,Food smelled bad,2025-08-30,3
20250830-00129,Driver took wrong route,2025-08-30,3
20250830-00130,App hangs on payment,2025-08-30,5
20250830-00131,Cold pizza,2025-08-30,4
20250830-00132,Refund taking too long,2025-08-30,4
20250830-00133,Food smelled bad,2025-08-30,2
20250830-00134,Where is 10 min delivery?,2025-08-30,3
20250830-00135,Discount not applied,2025-08-30,3
20250830-00136,Location inaccurate,2025-08-30,1
20250830-00137,Where is 10 min delivery?,2025-08-30,3
20250830-00138,Promo code failed,2025-08-30,2
20250830-00139,Please keep Instamart open all night,2025-08-30,2
20250830-00140,Driver took wrong route,2025-08-30,2
20250830-00141,Abusive behaviour,2025-08-30,3
20250830-00142,Promo code failed,2025-08-30,2
20250830-00143,Burger arrived cold and soggy,2025-08-30,3
20250830-00144,Instant bolt delivery was great,2025-08-30,1
20250830-00145,Offer didn't work,2025-08-30,4
20250830-00146,GPS kept jumping,2025-08-30,4
20250830-00147,Delivery stuck on the map,2025-08-30,3
20250830-00148,Delivery stuck on the map,2025-08-30,1
20250830-00149,Rider no show,2025-08-30,3
20250830-00150,Money not refunded yet,2025-08-30,2
20250830-00151,Driver took wrong route,2025-08-30,1
20250830-00152,Refund pending for a week,2025-08-30,1
20250830-00153,Map not updating,2025-08-30,4
20250830-00154,Burger arrived cold and soggy,2025-08-30,2
20250830-00155,Delivery stuck on the map,2025-08-30,3
20250830-00156,Misbehaved at the door,2025-08-30,3
20250830-00157,GPS kept jumping,2025-08-30,3
20250830-00158,Driver took wrong route,2025-08-30,4
20250830-00159,GPS kept jumping,2025-08-30,3
20250830-00160,Instant bolt delivery was great,2025-08-30,3
20250830-00161,Delivery stuck on the map,2025-08-30,4
20250830-00162,Driver took wrong route,2025-08-30,4
20250830-00163,GPS kept jumping,2025-08-30,2
20250830-00164,Driver took wrong route,2025-08-30,3
20250830-00165,GPS kept jumping,2025-08-30,3
20250830-00166,Order was late by 40 mins,2025-08-30,1
20250830-00167,Reached very late,2025-08-30,5
20250830-00168,Delivery stuck on the map,2025-08-30,3
20250830-00169,App hangs on payment,2025-08-30,1
20250830-00170,Food smelled bad,2025-08-30,3
20250830-00171,Cold pizza,2025-08-30,1
20250830-00172,Rider no show,2025-08-30,1
20250830-00173,Discount not applied,2025-08-30,4
20250830-00174,Food smelled bad,2025-08-30,1
20250830-00175,Money not refunded yet,2025-08-30,4
20250830-00176,Driver took wrong route,2025-08-30,1
20250830-00177,Very impolite on call,2025-08-30,2
20250830-00178,Need 24x7 Instamart,2025-08-30,3
20250830-00179,Night delivery please,2025-08-30,3
20250830-00180,Location inaccurate,2025-08-30,4
20250830-00181,GPS kept jumping,2025-08-30,1
20250830-00182,Rider was rude,2025-08-30,5
20250830-00183,Stale paratha,2025-08-30,4
