reviewId,reviewText,reviewDate,rating
20250823-00001,Rider no show,2025-08-23,2
20250823-00002,Food smelled bad,2025-08-23,3
20250823-00003,Food smelled bad,2025-08-23,2
20250823-00004,Offer didn't work,2025-08-23,2
20250823-00005,Money not refunded yet,2025-08-23,3
20250823-00006,Money not refunded yet,2025-08-23,3
20250823-00007,Abusive behaviour,2025-08-23,2
20250823-00008,Refund taking too long,2025-08-23,1
20250823-00009,Offer didn't work,2025-08-23,2
20250823-00010,Reached very late,2025-08-23,3
20250823-00011,Burger arrived cold and soggy,2025-08-23,3
20250823-00012,Driver took wrong route,2025-08-23,2
20250823-00013,Refund pending for a week,2025-08-23,2
20250823-00014,Delivery stuck on the map,2025-08-23,3
20250823-00015,Offer didn't work,2025-08-23,4
20250823-00016,Bring back 10 minute delivery,2025-08-23,3
20250823-00017,Rider no show,2025-08-23,4
20250823-00018,Food smelled bad,2025-08-23,1
20250823-00019,Location inaccurate,2025-08-23,3
20250823-00020,Rotten salad,2025-08-23,3
20250823-00021,Burger arrived cold and soggy,2025-08-23,2
20250823-00022,Map not updating,2025-08-23,1
20250823-00023,Reached very late,2025-08-23,3
20250823-00024,Please keep Instamart open all night,2025-08-23,1
20250823-00025,Reached very late,2025-08-23,3
20250823-00026,Reached very late,2025-08-23,3
20250823-00027,Offer didn't work,2025-08-23,2
20250823-00028,Cold pizza,2025-08-23,3
20250823-00029,Reached very late,2025-08-23,4
20250823-00030,Rider no show,2025-08-23,3
20250823-00031,Instant bolt delivery was great,2025-08-23,1
20250823-00032,Money not refunded yet,2025-08-23,4
20250823-00033,Refund taking too long,2025-08-23,3
20250823-00034,Very impolite on call,2025-08-23,3
20250823-00035,Delivery stuck on the map,2025-08-23,3
20250823-00036,Delivery stuck on the map,2025-08-23,4
20250823-00037,Rotten salad,2025-08-23,2
20250823-00038,Driver took wrong route,2025-08-23,2
20250823-00039,Promo code failed,2025-08-23,4
20250823-00040,App keeps crashing,2025-08-23,4
20250823-00041,Cold pizza,2025-08-23,4
20250823-00042,Rider no show,2025-08-23,5
20250823-00043,Discount not applied,2025-08-23,2
20250823-00044,Force closes on checkout,2025-08-23,2
20250823-00045,Order was late by 40 mins,2025-08-23,1
20250823-00046,App hangs on payment,2025-08-23,2
20250823-00047,Driver took wrong route,2025-08-23,3
20250823-00048,Stale paratha,2025-08-23,3
20250823-00049,Location inaccurate,2025-08-23,2
20250823-00050,Delivery stuck on the map,2025-08-23,4
20250823-00051,Driver took wrong route,2025-08-23,2
20250823-00052,Refund taking too long,2025-08-23,5
20250823-00053,Refund pending for a week,2025-08-23,3
20250823-00054,App hangs on payment,2025-08-23,4
20250823-00055,Map pin wrong,2025-08-23,2
20250823-00056,Coupon not working,2025-08-23,3
20250823-00057,Coupon not working,2025-08-23,2
20250823-00058,Force closes on checkout,2025-08-23,3
20250823-00059,App keeps crashing,2025-08-23,2
20250823-00060,Order was late by 40 mins,2025-08-23,2
20250823-00061,Order was late by 40 mins,2025-08-23,2
20250823-00062,Driver took wrong route,2025-08-23,1
20250823-00063,Money not refunded yet,2025-08-23,5
20250823-00064,Refund taking too long,2025-08-23,3
20250823-00065,Map pin wrong,2025-08-23,5
20250823-00066,Refund pending for a week,2025-08-23,3
20250823-00067,Driver took wrong route,2025-08-23,3
20250823-00068,Abusive behaviour,2025-08-23,1
20250823-00069,Food smelled bad,2025-08-23,2
20250823-00070,Refund pending for a week,2025-08-23,3
20250823-00071,Please keep Instamart open all night,2025-08-23,3
20250823-00072,Rider was rude,2025-08-23,1
20250823-00073,Force closes on checkout,2025-08-23,4
20250823-00074,Order was late by 40 mins,2025-08-23,4
20250823-00075,Refund taking too long,2025-08-23,3
20250823-00076,Offer didn't work,2025-08-23,2
20250823-00077,Reached very late,2025-08-23,5
20250823-00078,Refund pending for a week,2025-08-23,2
20250823-00079,Refund taking too long,2025-08-23,4
20250823-00080,Driver took wrong route,2025-08-23,2
20250823-00081,Very impolite on call,2025-08-23,3
