reviewId,reviewText,reviewDate,rating
20250802-00001,Please keep Instamart open all night,2025-08-02,4
20250802-00002,Money not refunded yet,2025-08-02,2
20250802-00003,Burger arrived cold and soggy,2025-08-02,1
20250802-00004,Delivery stuck on the map,2025-08-02,4
20250802-00005,Very impolite on call,2025-08-02,3
20250802-00006,Money not refunded yet,2025-08-02,3
20250802-00007,Map not updating,2025-08-02,2
20250802-00008,Promo code failed,2025-08-02,3
20250802-00009,Food smelled bad,2025-08-02,2
20250802-00010,Cold pizza,2025-08-02,3
20250802-00011,Order was late by 40 mins,2025-08-02,2
20250802-00012,Refund taking too long,2025-08-02,3
20250802-00013,Where is 10 min delivery?,2025-08-02,2
20250802-00014,Rotten salad,2025-08-02,3
20250802-00015,Offer didn't work,2025-08-02,2
20250802-00016,Bring back 10 minute delivery,2025-08-02,4
20250802-00017,Offer didn't work,2025-08-02,4
20250802-00018,Where is 10 min delivery?,2025-08-02,3
20250802-00019,Where is 10 min delivery?,2025-08-02,3
20250802-00020,Need 24x7 Instamart,2025-08-02,3
20250802-00021,Burger arrived cold and soggy,2025-08-02,2
20250802-00022,Please keep Instamart open all night,2025-08-02,2
20250802-00023,Stale paratha,2025-08-02,3
20250802-00024,Rotten salad,2025-08-02,4
20250802-00025,Misbehaved at the door,2025-08-02,3
20250802-00026,Force closes on checkout,2025-08-02,1
20250802-00027,Promo code failed,2025-08-02,3
20250802-00028,Reached very late,2025-08-02,4
20250802-00029,App hangs on payment,2025-08-02,5
20250802-00030,Instant bolt delivery was great,2025-08-02,4
20250802-00031,Force closes on checkout,2025-08-02,3
20250802-00032,Abusive behaviour,2025-08-02,3
20250802-00033,Map pin wrong,2025-08-02,4
20250802-00034,Food smelled bad,2025-08-02,3
20250802-00035,Rider no show,2025-08-02,3
20250802-00036,Rider no show,2025-08-02,4
20250802-00037,Order was late by 40 mins,2025-08-02,3
20250802-00038,Reached very late,2025-08-02,2
20250802-00039,Map pin wrong,2025-08-02,2
20250802-00040,Need 24x7 Instamart,2025-08-02,3
20250802-00041,Force closes on checkout,2025-08-02,3
20250802-00042,GPS kept jumping,2025-08-02,1
