reviewId,reviewText,reviewDate,rating
20250824-00001,Very impolite on call,2025-08-24,3
20250824-00002,Map not updating,2025-08-24,2
20250824-00003,Reached very late,2025-08-24,2
20250824-00004,Stale paratha,2025-08-24,2
20250824-00005,Food smelled bad,2025-08-24,2
20250824-00006,Order was late by 40 mins,2025-08-24,2
20250824-00007,Reached very late,2025-08-24,1
20250824-00008,Delivery stuck on the map,2025-08-24,3
20250824-00009,Bring back 10 minute delivery,2025-08-24,4
20250824-00010,Coupon not working,2025-08-24,3
20250824-00011,Force closes on checkout,2025-08-24,3
20250824-00012,Refund pending for a week,2025-08-24,3
20250824-00013,Need 24x7 Instamart,2025-08-24,4
20250824-00014,Night delivery please,2025-08-24,3
20250824-00015,Where is 10 min delivery?,2025-08-24,2
20250824-00016,Abusive behaviour,2025-08-24,3
20250824-00017,Instant bolt delivery was great,2025-08-24,2
20250824-00018,Order was late by 40 mins,2025-08-24,4
20250824-00019,Reached very late,2025-08-24,2
20250824-00020,Order was late by 40 mins,2025-08-24,2
20250824-00021,Driver took wrong route,2025-08-24,3
20250824-00022,Cold pizza,2025-08-24,3
20250824-00023,Rotten salad,2025-08-24,3
20250824-00024,Location inaccurate,2025-08-24,3
20250824-00025,Rider no show,2025-08-24,3
20250824-00026,Food smelled bad,2025-08-24,5
20250824-00027,Coupon not working,2025-08-24,3
20250824-00028,Location inaccurate,2025-08-24,4
20250824-00029,GPS kept jumping,2025-08-24,3
20250824-00030,Delivery stuck on the map,2025-08-24,4
20250824-00031,Map not updating,2025-08-24,3
20250824-00032,Night delivery please,2025-08-24,4
20250824-00033,Very impolite on call,2025-08-24,5
20250824-00034,Map pin wrong,2025-08-24,4
20250824-00035,GPS kept jumping,2025-08-24,1
20250824-00036,Abusive behaviour,2025-08-24,4
20250824-00037,Money not refunded yet,2025-08-24,3
20250824-00038,Money not refunded yet,2025-08-24,3
20250824-00039,Driver took wrong route,2025-08-24,4
20250824-00040,Night delivery please,2025-08-24,3
20250824-00041,Burger arrived cold and soggy,2025-08-24,4
20250824-00042,Order was late by 40 mins,2025-08-24,3
20250824-00043,Refund taking too long,2025-08-24,3
20250824-00044,Location inaccurate,2025-08-24,3
20250824-00045,Driver took wrong route,2025-08-24,4
20250824-00046,Night delivery please,2025-08-24,2
20250824-00047,Coupon not working,2025-08-24,3
20250824-00048,Food smelled bad,2025-08-24,2
20250824-00049,Money not refunded yet,2025-08-24,2
