reviewId,reviewText,reviewDate,rating
20250817-00001,Night delivery please,2025-08-17,2
20250817-00002,Misbehaved at the door,2025-08-17,5
20250817-00003,Refund pending for a week,2025-08-17,2
20250817-00004,Money not refunded yet,2025-08-17,3
20250817-00005,Location inaccurate,2025-08-17,4
20250817-00006,Where is 10 min delivery?,2025-08-17,4
20250817-00007,Refund taking too long,2025-08-17,3
20250817-00008,Food smelled bad,2025-08-17,4
20250817-00009,App keeps crashing,2025-08-17,4
20250817-00010,Food smelled bad,2025-08-17,4
20250817-00011,Location inaccurate,2025-08-17,4
20250817-00012,Rider no show,2025-08-17,3
20250817-00013,Order was late by 40 mins,2025-08-17,2
20250817-00014,Bring back 10 minute delivery,2025-08-17,2
20250817-00015,Reached very late,2025-08-17,4
20250817-00016,Force closes on checkout,2025-08-17,5
20250817-00017,Coupon not working,2025-08-17,3
20250817-00018,Food smelled bad,2025-08-17,3
20250817-00019,Please keep Instamart open all night,2025-08-17,2
20250817-00020,Where is 10 min delivery?,2025-08-17,4
20250817-00021,Map not updating,2025-08-17,2
20250817-00022,Instant bolt delivery was great,2025-08-17,1
20250817-00023,Promo code failed,2025-08-17,2
20250817-00024,Reached very late,2025-08-17,3
20250817-00025,Driver took wrong route,2025-08-17,5
20250817-00026,Rider no show,2025-08-17,2
20250817-00027,Rider no show,2025-08-17,2
20250817-00028,Offer didn't work,2025-08-17,2
20250817-00029,Force closes on checkout,2025-08-17,2
20250817-00030,Need 24x7 Instamart,2025-08-17,4
20250817-00031,Map pin wrong,2025-08-17,4
20250817-00032,Where is 10 min delivery?,2025-08-17,3
20250817-00033,Reached very late,2025-08-17,3
20250817-00034,Location inaccurate,2025-08-17,1
20250817-00035,Need 24x7 Instamart,2025-08-17,4
20250817-00036,Delivery stuck on the map,2025-08-17,3
20250817-00037,Refund pending for a week,2025-08-17,3
20250817-00038,Money not refunded yet,2025-08-17,2
20250817-00039,Reached very late,2025-08-17,2
20250817-00040,Order was late by 40 mins,2025-08-17,5
20250817-00041,Money not refunded yet,2025-08-17,2
20250817-00042,Driver took wrong route,2025-08-17,5
20250817-00043,Stale paratha,2025-08-17,3
20250817-00044,Rider no show,2025-08-17,4
20250817-00045,Order was late by 40 mins,2025-08-17,2
20250817-00046,Please keep Instamart open all night,2025-08-17,2
20250817-00047,Instant bolt delivery was great,2025-08-17,2
20250817-00048,Driver took wrong route,2025-08-17,2
20250817-00049,Money not refunded yet,2025-08-17,5
20250817-00050,Food smelled bad,2025-08-17,2
20250817-00051,App hangs on payment,2025-08-17,4
20250817-00052,Rider no show,2025-08-17,3
20250817-00053,Please keep Instamart open all night,2025-08-17,3
20250817-00054,Money not refunded yet,2025-08-17,3
20250817-00055,Stale paratha,2025-08-17,1
20250817-00056,Bring back 10 minute delivery,2025-08-17,4
20250817-00057,Bring back 10 minute delivery,2025-08-17,3
20250817-00058,Discount not applied,2025-08-17,3
20250817-00059,Refund taking too long,2025-08-17,2
20250817-00060,Discount not applied,2025-08-17,3
20250817-00061,Reached very late,2025-08-17,3
20250817-00062,Force closes on checkout,2025-08-17,4
20250817-00063,Delivery stuck on the map,2025-08-17,1
20250817-00064,GPS kept jumping,2025-08-17,3
20250817-00065,GPS kept jumping,2025-08-17,1
20250817-00066,Night delivery please,2025-08-17,2
20250817-00067,Delivery stuck on the map,2025-08-17,4
20250817-00068,Driver took wrong route,2025-08-17,4
20250817-00069,Coupon not working,2025-08-17,5
20250817-00070,Night delivery please,2025-08-17,3
