reviewId,reviewText,reviewDate,rating
20250804-00001,Driver took wrong route,2025-08-04,4
20250804-00002,Promo code failed,2025-08-04,5
20250804-00003,App keeps crashing,2025-08-04,3
20250804-00004,Burger arrived cold and soggy,2025-08-04,2
20250804-00005,GPS kept jumping,2025-08-04,3
20250804-00006,Please keep Instamart open all night,2025-08-04,1
20250804-00007,Driver took wrong route,2025-08-04,3
20250804-00008,Reached very late,2025-08-04,3
20250804-00009,Money not refunded yet,2025-08-04,3
20250804-00010,Promo code failed,2025-08-04,2
20250804-00011,Coupon not working,2025-08-04,2
20250804-00012,Bring back 10 minute delivery,2025-08-04,3
20250804-00013,Instant bolt delivery was great,2025-08-04,2
20250804-00014,App hangs on payment,2025-08-04,4
20250804-00015,Refund pending for a week,2025-08-04,2
20250804-00016,GPS kept jumping,2025-08-04,3
20250804-00017,Night delivery please,2025-08-04,2
20250804-00018,Misbehaved at the door,2025-08-04,3
20250804-00019,App keeps crashing,2025-08-04,3
20250804-00020,Order was late by 40 mins,2025-08-04,2
20250804-00021,Refund pending for a week,2025-08-04,2
20250804-00022,Instant bolt delivery was great,2025-08-04,4
20250804-00023,Location inaccurate,2025-08-04,3
20250804-00024,Location inaccurate,2025-08-04,2
20250804-00025,Bring back 10 minute delivery,2025-08-04,3
20250804-00026,Rider was rude,2025-08-04,1
20250804-00027,Order was late by 40 mins,2025-08-04,3
20250804-00028,Refund pending for a week,2025-08-04,3
20250804-00029,Order was late by 40 mins,2025-08-04,2
20250804-00030,Night delivery please,2025-08-04,2
20250804-00031,Very impolite on call,2025-08-04,5
20250804-00032,Abusive behaviour,2025-08-04,3
20250804-00033,GPS kept jumping,2025-08-04,3
20250804-00034,Rotten salad,2025-08-04,4
20250804-00035,Cold pizza,2025-08-04,1
20250804-00036,Night delivery please,2025-08-04,2
20250804-00037,Night delivery please,2025-08-04,3
20250804-00038,Refund pending for a week,2025-08-04,2
20250804-00039,Driver took wrong route,2025-08-04,3
20250804-00040,Coupon not working,2025-08-04,3
20250804-00041,Map not updating,2025-08-04,2
20250804-00042,Reached very late,2025-08-04,3
20250804-00043,Map pin wrong,2025-08-04,4
20250804-00044,Promo code failed,2025-08-04,1
20250804-00045,Driver took wrong route,2025-08-04,2
20250804-00046,Burger arrived cold and soggy,2025-08-04,3
20250804-00047,Reached very late,2025-08-04,1
20250804-00048,Where is 10 min delivery?,2025-08-04,4
20250804-00049,Driver took wrong route,2025-08-04,3
20250804-00050,Cold pizza,2025-08-04,2
20250804-00051,Rotten salad,2025-08-04,3
20250804-00052,Cold pizza,2025-08-04,2
20250804-00053,Money not refunded yet,2025-08-04,3
20250804-00054,Bring back 10 minute delivery,2025-08-04,3
20250804-00055,Food smelled bad,2025-08-04,2
20250804-00056,Misbehaved at the door,2025-08-04,3
20250804-00057,Refund taking too long,2025-08-04,3
20250804-00058,Food smelled bad,2025-08-04,4
20250804-00059,Offer didn't work,2025-08-04,4
20250804-00060,Map pin wrong,2025-08-04,4
20250804-00061,Refund taking too long,2025-08-04,4
20250804-00062,App keeps crashing,2025-08-04,1
20250804-00063,Reached very late,2025-08-04,2
20250804-00064,Discount not applied,2025-08-04,4
20250804-00065,Please keep Instamart open all night,2025-08-04,4
20250804-00066,Cold pizza,2025-08-04,2
20250804-00067,Coupon not working,2025-08-04,1
20250804-00068,Map not updating,2025-08-04,4
20250804-00069,Delivery stuck on the map,2025-08-04,3
20250804-00070,Order was late by 40 mins,2025-08-04,2
20250804-00071,Refund taking too long,2025-08-04,3
20250804-00072,Discount not applied,2025-08-04,2
20250804-00073,Refund pending for a week,2025-08-04,3
20250804-00074,Very impolite on call,2025-08-04,1
20250804-00075,Food smelled bad,2025-08-04,1
20250804-00076,Order was late by 40 mins,2025-08-04,3
20250804-00077,App hangs on payment,2025-08-04,3
20250804-00078,Money not refunded yet,2025-08-04,3
20250804-00079,Offer didn't work,2025-08-04,3
20250804-00080,Reached very late,2025-08-04,3
20250804-00081,Reached very late,2025-08-04,4
20250804-00082,Cold pizza,2025-08-04,5
20250804-00083,Food smelled bad,2025-08-04,2
20250804-00084,Burger arrived cold and soggy,2025-08-04,3
20250804-00085,Very impolite on call,2025-08-04,4
20250804-00086,Delivery stuck on the map,2025-08-04,4
20250804-00087,Stale paratha,2025-08-04,2
20250804-00088,Offer didn't work,2025-08-04,1
20250804-00089,Map not updating,2025-08-04,4
20250804-00090,Coupon not working,2025-08-04,3
20250804-00091,Instant bolt delivery was great,2025-08-04,4
20250804-00092,Refund taking too long,2025-08-04,3
20250804-00093,GPS kept jumping,2025-08-04,3
20250804-00094,Food smelled bad,2025-08-04,3
20250804-00095,Rider no show,2025-08-04,4
20250804-00096,Cold pizza,2025-08-04,3
20250804-00097,Rider no show,2025-08-04,3
20250804-00098,Rider no show,2025-08-04,3
20250804-00099,Driver took wrong route,2025-08-04,3
20250804-00100,App hangs on payment,2025-08-04,3
20250804-00101,Order was late by 40 mins,2025-08-04,3
20250804-00102,Refund taking too long,2025-08-04,4
20250804-00103,Driver took wrong route,2025-08-04,2
20250804-00104,Bring back 10 minute delivery,2025-08-04,3
20250804-00105,Force closes on checkout,2025-08-04,4
20250804-00106,Stale paratha,2025-08-04,3
20250804-00107,Rider no show,2025-08-04,5
20250804-00108,Location inaccurate,2025-08-04,3
20250804-00109,Map not updating,2025-08-04,2
20250804-00110,Rider was rude,2025-08-04,3
20250804-00111,Map not updating,2025-08-04,4
20250804-00112,Order was late by 40 mins,2025-08-04,2
20250804-00113,Coupon not working,2025-08-04,2
20250804-00114,Money not refunded yet,2025-08-04,3
20250804-00115,Please keep Instamart open all night,2025-08-04,4
20250804-00116,Rider no show,2025-08-04,3
20250804-00117,Misbehaved at the door,2025-08-04,2
20250804-00118,Map not updating,2025-08-04,4
20250804-00119,Food smelled bad,2025-08-04,1
20250804-00120,Food smelled bad,2025-08-04,3
20250804-00121,Cold pizza,2025-08-04,4
20250804-00122,Burger arrived cold and soggy,2025-08-04,4
20250804-00123,Misbehaved at the door,2025-08-04,3
20250804-00124,Burger arrived cold and soggy,2025-08-04,3
20250804-00125,Force closes on checkout,2025-08-04,2
20250804-00126,Order was late by 40 mins,2025-08-04,1
20250804-00127,Refund taking too long,2025-08-04,2
20250804-00128,Money not refunded yet,2025-08-04,3
20250804-00129,Promo code failed,2025-08-04,1
20250804-00130,Map not updating,2025-08-04,3
20250804-00131,Abusive behaviour,2025-08-04,2
20250804-00132,Need 24x7 Instamart,2025-08-04,2
20250804-00133,Order was late by 40 mins,2025-08-04,2
20250804-00134,Rider was rude,2025-08-04,4
20250804-00135,Money not refunded yet,2025-08-04,1
20250804-00136,Driver took wrong route,2025-08-04,3
20250804-00137,Refund pending for a week,2025-08-04,4
20250804-00138,Rider no show,2025-08-04,1
20250804-00139,Refund taking too long,2025-08-04,4
20250804-00140,Refund pending for a week,2025-08-04,4
20250804-00141,Coupon not working,2025-08-04,1
20250804-00142,Driver took wrong route,2025-08-04,3
20250804-00143,Where is 10 min delivery?,2025-08-04,2
20250804-00144,Refund taking too long,2025-08-04,2
20250804-00145,Map pin wrong,2025-08-04,3
20250804-00146,Map pin wrong,2025-08-04,3
20250804-00147,Refund pending for a week,2025-08-04,2
20250804-00148,Driver took wrong route,2025-08-04,3
20250804-00149,Instant bolt delivery was great,2025-08-04,3
20250804-00150,Refund taking too long,2025-08-04,2
20250804-00151,Abusive behaviour,2025-08-04,2
20250804-00152,Money not refunded yet,2025-08-04,3
20250804-00153,App keeps crashing,2025-08-04,4
20250804-00154,Coupon not working,2025-08-04,2
20250804-00155,Cold pizza,2025-08-04,2
20250804-00156,GPS kept jumping,2025-08-04,3
20250804-00157,Refund taking too long,2025-08-04,2
20250804-00158,Night delivery please,2025-08-04,3
20250804-00159,Refund pending for a week,2025-08-04,4
20250804-00160,Please keep Instamart open all night,2025-08-04,1
20250804-00161,Delivery stuck on the map,2025-08-04,1
20250804-00162,Map pin wrong,2025-08-04,3
20250804-00163,Coupon not working,2025-08-04,3
20250804-00164,Rider was rude,2025-08-04,4
20250804-00165,Coupon not working,2025-08-04,1
20250804-00166,Delivery stuck on the map,2025-08-04,3
20250804-00167,Money not refunded yet,2025-08-04,3
20250804-00168,Night delivery please,2025-08-04,3
20250804-00169,Force closes on checkout,2025-08-04,3
20250804-00170,GPS kept jumping,2025-08-04,2
20250804-00171,Please keep Instamart open all night,2025-08-04,1
20250804-00172,Delivery stuck on the map,2025-08-04,3
20250804-00173,Offer didn't work,2025-08-04,3
20250804-00174,Promo code failed,2025-08-04,1
20250804-00175,App hangs on payment,2025-08-04,5
20250804-00176,Discount not applied,2025-08-04,3
20250804-00177,Money not refunded yet,2025-08-04,2
20250804-00178,Delivery stuck on the map,2025-08-04,1
20250804-00179,Coupon not working,2025-08-04,3
20250804-00180,Please keep Instamart open all night,2025-08-04,4
20250804-00181,Rotten salad,2025-08-04,4
20250804-00182,Force closes on checkout,2025-08-04,3
20250804-00183,Map pin wrong,2025-08-04,4
