reviewId,reviewText,reviewDate,rating
20250812-00001,Discount not applied,2025-08-12,3
20250812-00002,Coupon not working,2025-08-12,4
20250812-00003,Order was late by 40 mins,2025-08-12,3
20250812-00004,Rider no show,2025-08-12,3
20250812-00005,App hangs on payment,2025-08-12,1
20250812-00006,App hangs on payment,2025-08-12,3
20250812-00007,Cold pizza,2025-08-12,2
20250812-00008,Map not updating,2025-08-12,3
20250812-00009,GPS kept jumping,2025-08-12,4
20250812-00010,GPS kept jumping,2025-08-12,5
20250812-00011,Refund pending for a week,2025-08-12,1
20250812-00012,Misbehaved at the door,2025-08-12,3
20250812-00013,Rider no show,2025-08-12,2
20250812-00014,Money not refunded yet,2025-08-12,3
20250812-00015,Rider no show,2025-08-12,4
20250812-00016,GPS kept jumping,2025-08-12,2
20250812-00017,App keeps crashing,2025-08-12,3
20250812-00018,Reached very late,2025-08-12,3
20250812-00019,Burger arrived cold and soggy,2025-08-12,4
20250812-00020,Coupon not working,2025-08-12,3
20250812-00021,Promo code failed,2025-08-12,3
20250812-00022,Please keep Instamart open all night,2025-08-12,3
20250812-00023,Bring back 10 minute delivery,2025-08-12,1
20250812-00024,Stale paratha,2025-08-12,3
20250812-00025,Bring back 10 minute delivery,2025-08-12,2
20250812-00026,Where is 10 min delivery?,2025-08-12,3
20250812-00027,Refund pending for a week,2025-08-12,1
20250812-00028,Order was late by 40 mins,2025-08-12,2
20250812-00029,Driver took wrong route,2025-08-12,3
20250812-00030,Driver took wrong route,2025-08-12,2
20250812-00031,Reached very late,2025-08-12,3
20250812-00032,Money not refunded yet,2025-08-12,3
20250812-00033,Refund taking too long,2025-08-12,1
20250812-00034,Abusive behaviour,2025-08-12,2
20250812-00035,App hangs on payment,2025-08-12,3
20250812-00036,App keeps crashing,2025-08-12,3
20250812-00037,Need 24x7 Instamart,2025-08-12,3
20250812-00038,Driver took wrong route,2025-08-12,4
20250812-00039,App keeps crashing,2025-08-12,3
20250812-00040,Night delivery please,2025-08-12,3
20250812-00041,Map not updating,2025-08-12,3
20250812-00042,Refund pending for a week,2025-08-12,3
20250812-00043,Rotten salad,2025-08-12,2
20250812-00044,Money not refunded yet,2025-08-12,3
20250812-00045,Money not refunded yet,2025-08-12,2
20250812-00046,Driver took wrong route,2025-08-12,3
20250812-00047,Map pin wrong,2025-08-12,2
20250812-00048,Instant bolt delivery was great,2025-08-12,5
20250812-00049,Refund taking too long,2025-08-12,3
20250812-00050,Refund taking too long,2025-08-12,3
20250812-00051,Driver took wrong route,2025-08-12,3
20250812-00052,Money not refunded yet,2025-08-12,4
20250812-00053,GPS kept jumping,2025-08-12,2
20250812-00054,Map not updating,2025-08-12,4
20250812-00055,Force closes on checkout,2025-08-12,4
20250812-00056,Need 24x7 Instamart,2025-08-12,1
20250812-00057,Refund taking too long,2025-08-12,2
20250812-00058,App hangs on payment,2025-08-12,3
20250812-00059,Reached very late,2025-08-12,1
20250812-00060,Map pin wrong,2025-08-12,2
20250812-00061,Refund taking too long,2025-08-12,2
20250812-00062,Abusive behaviour,2025-08-12,2
20250812-00063,Money not refunded yet,2025-08-12,3
20250812-00064,Stale paratha,2025-08-12,1
20250812-00065,Delivery stuck on the map,2025-08-12,2
20250812-00066,Burger arrived cold and soggy,2025-08-12,3
20250812-00067,Discount not applied,2025-08-12,3
20250812-00068,Abusive behaviour,2025-08-12,2
20250812-00069,Bring back 10 minute delivery,2025-08-12,3
20250812-00070,Order was late by 40 mins,2025-08-12,1
20250812-00071,Coupon not working,2025-08-12,2
20250812-00072,Reached very late,2025-08-12,4
20250812-00073,Promo code failed,2025-08-12,3
20250812-00074,Driver took wrong route,2025-08-12,4
20250812-00075,Refund pending for a week,2025-08-12,3
20250812-00076,Delivery stuck on the map,2025-08-12,3
20250812-00077,Need 24x7 Instamart,2025-08-12,2
20250812-00078,Location inaccurate,2025-08-12,4
20250812-00079,Refund taking too long,2025-08-12,2
20250812-00080,Driver took wrong route,2025-08-12,4
20250812-00081,Location inaccurate,2025-08-12,3
20250812-00082,Discount not applied,2025-08-12,2
20250812-00083,App hangs on payment,2025-08-12,4
20250812-00084,Refund pending for a week,2025-08-12,2
20250812-00085,Reached very late,2025-08-12,4
20250812-00086,Coupon not working,2025-08-12,2
20250812-00087,Bring back 10 minute delivery,2025-08-12,4
20250812-00088,Stale paratha,2025-08-12,3
20250812-00089,Driver took wrong route,2025-08-12,3
20250812-00090,Coupon not working,2025-08-12,2
20250812-00091,Promo code failed,2025-08-12,1
20250812-00092,Map pin wrong,2025-08-12,3
20250812-00093,Rider no show,2025-08-12,3
20250812-00094,Order was late by 40 mins,2025-08-12,2
20250812-00095,Cold pizza,2025-08-12,4
20250812-00096,Order was late by 40 mins,2025-08-12,3
20250812-00097,Refund taking too long,2025-08-12,3
20250812-00098,Refund pending for a week,2025-08-12,2
20250812-00099,Misbehaved at the door,2025-08-12,3
20250812-00100,Rider no show,2025-08-12,3
20250812-00101,Stale paratha,2025-08-12,2
20250812-00102,Please keep Instamart open all night,2025-08-12,3
20250812-00103,Bring back 10 minute delivery,2025-08-12,4
20250812-00104,Refund taking too long,2025-08-12,2
20250812-00105,Abusive behaviour,2025-08-12,2
20250812-00106,Rider was rude,2025-08-12,3
20250812-00107,Delivery stuck on the map,2025-08-12,3
20250812-00108,Delivery stuck on the map,2025-08-12,3
20250812-00109,Refund pending for a week,2025-08-12,1
20250812-00110,Delivery stuck on the map,2025-08-12,3
20250812-00111,Refund taking too long,2025-08-12,2
20250812-00112,Refund taking too long,2025-08-12,4
20250812-00113,Need 24x7 Instamart,2025-08-12,3
20250812-00114,Rider was rude,2025-08-12,3
20250812-00115,Refund taking too long,2025-08-12,5
20250812-00116,Driver took wrong route,2025-08-12,4
20250812-00117,Money not refunded yet,2025-08-12,1
20250812-00118,Rotten salad,2025-08-12,1
20250812-00119,Refund pending for a week,2025-08-12,1
20250812-00120,Misbehaved at the door,2025-08-12,3
20250812-00121,Please keep Instamart open all night,2025-08-12,3
20250812-00122,Driver took wrong route,2025-08-12,3
20250812-00123,Burger arrived cold and soggy,2025-08-12,4
20250812-00124,Discount not applied,2025-08-12,5
20250812-00125,Burger arrived cold and soggy,2025-08-12,1
