reviewId,reviewText,reviewDate,rating
20250808-00001,Coupon not working,2025-08-08,2
20250808-00002,Cold pizza,2025-08-08,3
20250808-00003,Map not updating,2025-08-08,3
20250808-00004,Please keep Instamart open all night,2025-08-08,4
20250808-00005,Map pin wrong,2025-08-08,2
20250808-00006,Refund taking too long,2025-08-08,2
20250808-00007,Promo code failed,2025-08-08,3
20250808-00008,Offer didn't work,2025-08-08,2
20250808-00009,Refund taking too long,2025-08-08,2
20250808-00010,Driver took wrong route,2025-08-08,2
20250808-00011,Delivery stuck on the map,2025-08-08,2
20250808-00012,Force closes on checkout,2025-08-08,2
20250808-00013,App keeps crashing,2025-08-08,4
20250808-00014,Map not updating,2025-08-08,4
20250808-00015,Promo code failed,2025-08-08,2
20250808-00016,GPS kept jumping,2025-08-08,2
20250808-00017,Location inaccurate,2025-08-08,3
20250808-00018,GPS kept jumping,2025-08-08,1
20250808-00019,Map not updating,2025-08-08,1
20250808-00020,Rotten salad,2025-08-08,3
20250808-00021,Bring back 10 minute delivery,2025-08-08,3
20250808-00022,Rider was rude,2025-08-08,4
20250808-00023,Very impolite on call,2025-08-08,3
20250808-00024,App hangs on payment,2025-08-08,2
20250808-00025,Order was late by 40 mins,2025-08-08,2
20250808-00026,Location inaccurate,2025-08-08,3
20250808-00027,App hangs on payment,2025-08-08,2
20250808-00028,App hangs on payment,2025-08-08,2
20250808-00029,Rotten salad,2025-08-08,2
20250808-00030,Misbehaved at the door,2025-08-08,3
20250808-00031,Misbehaved at the door,2025-08-08,2
20250808-00032,Stale paratha,2025-08-08,5
20250808-00033,Refund taking too long,2025-08-08,4
20250808-00034,App hangs on payment,2025-08-08,3
20250808-00035,Delivery stuck on the map,2025-08-08,5
20250808-00036,Refund taking too long,2025-08-08,2
20250808-00037,Where is 10 min delivery?,2025-08-08,2
20250808-00038,Burger arrived cold and soggy,2025-08-08,4
20250808-00039,Stale paratha,2025-08-08,3
20250808-00040,Money not refunded yet,2025-08-08,3
20250808-00041,Reached very late,2025-08-08,3
20250808-00042,Stale paratha,2025-08-08,4
20250808-00043,Order was late by 40 mins,2025-08-08,5
20250808-00044,Map not updating,2025-08-08,3
20250808-00045,Discount not applied,2025-08-08,3
20250808-00046,Driver took wrong route,2025-08-08,2
20250808-00047,Burger arrived cold and soggy,2025-08-08,3
20250808-00048,Driver took wrong route,2025-08-08,1
20250808-00049,Promo code failed,2025-08-08,3
20250808-00050,Order was late by 40 mins,2025-08-08,3
20250808-00051,Coupon not working,2025-08-08,1
20250808-00052,Misbehaved at the door,2025-08-08,3
20250808-00053,Very impolite on call,2025-08-08,4
20250808-00054,Discount not applied,2025-08-08,2
20250808-00055,Map not updating,2025-08-08,2
20250808-00056,Where is 10 min delivery?,2025-08-08,1
20250808-00057,Instant bolt delivery was great,2025-08-08,2
20250808-00058,Stale paratha,2025-08-08,1
20250808-00059,Reached very late,2025-08-08,3
20250808-00060,Force closes on checkout,2025-08-08,3
20250808-00061,Rider no show,2025-08-08,3
20250808-00062,Need 24x7 Instamart,2025-08-08,2
20250808-00063,Refund taking too long,2025-08-08,4
20250808-00064,Reached very late,2025-08-08,4
20250808-00065,Delivery stuck on the map,2025-08-08,2
20250808-00066,Please keep Instamart open all night,2025-08-08,3
20250808-00067,App keeps crashing,2025-08-08,3
20250808-00068,Discount not applied,2025-08-08,2
20250808-00069,Cold pizza,2025-08-08,3
20250808-00070,Promo code failed,2025-08-08,2
20250808-00071,Cold pizza,2025-08-08,1
20250808-00072,Where is 10 min delivery?,2025-08-08,3
20250808-00073,App hangs on payment,2025-08-08,5
20250808-00074,Offer didn't work,2025-08-08,2
