reviewId,reviewText,reviewDate,rating
20250730-00001,Rotten salad,2025-07-30,2
20250730-00002,Coupon not working,2025-07-30,3
20250730-00003,Bring back 10 minute delivery,2025-07-30,2
20250730-00004,Refund pending for a week,2025-07-30,1
20250730-00005,Driver took wrong route,2025-07-30,4
20250730-00006,Delivery stuck on the map,2025-07-30,3
20250730-00007,Delivery stuck on the map,2025-07-30,3
20250730-00008,Promo code failed,2025-07-30,3
20250730-00009,Rotten salad,2025-07-30,4
20250730-00010,Reached very late,2025-07-30,2
20250730-00011,Promo code failed,2025-07-30,3
20250730-00012,Where is 10 min delivery?,2025-07-30,2
20250730-00013,Rider no show,2025-07-30,3
20250730-00014,App hangs on payment,2025-07-30,1
20250730-00015,Food smelled bad,2025-07-30,2
20250730-00016,Rider was rude,2025-07-30,3
20250730-00017,Promo code failed,2025-07-30,3
20250730-00018,App keeps crashing,2025-07-30,3
20250730-00019,Delivery stuck on the map,2025-07-30,3
20250730-00020,Night delivery please,2025-07-30,2
20250730-00021,Cold pizza,2025-07-30,2
20250730-00022,Misbehaved at the door,2025-07-30,3
20250730-00023,App hangs on payment,2025-07-30,2
20250730-00024,Order was late by 40 mins,2025-07-30,1
20250730-00025,Please keep Instamart open all night,2025-07-30,2
20250730-00026,Refund taking too long,2025-07-30,4
20250730-00027,Refund pending for a week,2025-07-30,2
20250730-00028,Rider was rude,2025-07-30,3
20250730-00029,App hangs on payment,2025-07-30,4
20250730-00030,Refund pending for a week,2025-07-30,3
20250730-00031,Delivery stuck on the map,2025-07-30,3
20250730-00032,Location inaccurate,2025-07-30,2
20250730-00033,Stale paratha,2025-07-30,4
20250730-00034,Abusive behaviour,2025-07-30,2
20250730-00035,Money not refunded yet,2025-07-30,1
20250730-00036,Reached very late,2025-07-30,3
20250730-00037,GPS kept jumping,2025-07-30,1
20250730-00038,Night delivery please,2025-07-30,2
20250730-00039,Driver took wrong route,2025-07-30,2
20250730-00040,Map pin wrong,2025-07-30,4
20250730-00041,Bring back 10 minute delivery,2025-07-30,3
20250730-00042,Force closes on checkout,2025-07-30,2
20250730-00043,Rotten salad,2025-07-30,2
20250730-00044,Please keep Instamart open all night,2025-07-30,4
20250730-00045,Force closes on checkout,2025-07-30,2
20250730-00046,Map pin wrong,2025-07-30,4
20250730-00047,Need 24x7 Instamart,2025-07-30,3
20250730-00048,Delivery stuck on the map,2025-07-30,3
20250730-00049,Driver took wrong route,2025-07-30,1
20250730-00050,Refund pending for a week,2025-07-30,1
20250730-00051,Reached very late,2025-07-30,1
20250730-00052,Offer didn't work,2025-07-30,1
20250730-00053,Coupon not working,2025-07-30,4
20250730-00054,Stale paratha,2025-07-30,4
20250730-00055,GPS kept jumping,2025-07-30,3
20250730-00056,Stale paratha,2025-07-30,5
20250730-00057,Misbehaved at the door,2025-07-30,4
20250730-00058,Please keep Instamart open all night,2025-07-30,4
20250730-00059,Map pin wrong,2025-07-30,2
20250730-00060,Reached very late,2025-07-30,1
20250730-00061,Map not updating,2025-07-30,3
20250730-00062,Refund pending for a week,2025-07-30,1
20250730-00063,Refund taking too long,2025-07-30,3
20250730-00064,Very impolite on call,2025-07-30,1
