reviewId,reviewText,reviewDate,rating
20250810-00001,App keeps crashing,2025-08-10,3
20250810-00002,Discount not applied,2025-08-10,3
20250810-00003,Map pin wrong,2025-08-10,5
20250810-00004,Refund taking too long,2025-08-10,2
20250810-00005,Bring back 10 minute delivery,2025-08-10,4
20250810-00006,Discount not applied,2025-08-10,2
20250810-00007,Map pin wrong,2025-08-10,3
20250810-00008,Cold pizza,2025-08-10,3
20250810-00009,Instant bolt delivery was great,2025-08-10,3
20250810-00010,App hangs on payment,2025-08-10,3
20250810-00011,Refund pending for a week,2025-08-10,3
20250810-00012,Rotten salad,2025-08-10,3
20250810-00013,Night delivery please,2025-08-10,3
20250810-00014,Food smelled bad,2025-08-10,1
20250810-00015,Force closes on checkout,2025-08-10,4
20250810-00016,Order was late by 40 mins,2025-08-10,2
20250810-00017,Discount not applied,2025-08-10,2
20250810-00018,Rider was rude,2025-08-10,2
20250810-00019,Discount not applied,2025-08-10,4
20250810-00020,GPS kept jumping,2025-08-10,3
20250810-00021,Coupon not working,2025-08-10,4
20250810-00022,Delivery stuck on the map,2025-08-10,1
20250810-00023,Abusive behaviour,2025-08-10,3
20250810-00024,Misbehaved at the door,2025-08-10,3
20250810-00025,Bring back 10 minute delivery,2025-08-10,2
20250810-00026,Please keep Instamart open all night,2025-08-10,3
20250810-00027,Refund taking too long,2025-08-10,5
20250810-00028,GPS kept jumping,2025-08-10,2
20250810-00029,Discount not applied,2025-08-10,2
20250810-00030,Map pin wrong,2025-08-10,1
20250810-00031,Money not refunded yet,2025-08-10,4
20250810-00032,Very impolite on call,2025-08-10,2
20250810-00033,Bring back 10 minute delivery,2025-08-10,4
20250810-00034,Delivery stuck on the map,2025-08-10,3
20250810-00035,Rotten salad,2025-08-10,2
20250810-00036,Coupon not working,2025-08-10,2
20250810-00037,Discount not applied,2025-08-10,2
20250810-00038,Money not refunded yet,2025-08-10,3
20250810-00039,Coupon not working,2025-08-10,2
20250810-00040,Refund taking too long,2025-08-10,1
20250810-00041,Location inaccurate,2025-08-10,5
20250810-00042,Abusive behaviour,2025-08-10,4
20250810-00043,Order was late by 40 mins,2025-08-10,3
20250810-00044,Reached very late,2025-08-10,4
20250810-00045,Delivery stuck on the map,2025-08-10,3
20250810-00046,Location inaccurate,2025-08-10,2
20250810-00047,Location inaccurate,2025-08-10,3
20250810-00048,Abusive behaviour,2025-08-10,2
20250810-00049,Reached very late,2025-08-10,2
20250810-00050,Order was late by 40 mins,2025-08-10,5
20250810-00051,Instant bolt delivery was great,2025-08-10,1
20250810-00052,Food smelled bad,2025-08-10,5
20250810-00053,Reached very late,2025-08-10,4
20250810-00054,Force closes on checkout,2025-08-10,3
20250810-00055,Money not refunded yet,2025-08-10,2
20250810-00056,Night delivery please,2025-08-10,3
20250810-00057,Refund pending for a week,2025-08-10,3
20250810-00058,Money not refunded yet,2025-08-10,3
20250810-00059,Where is 10 min delivery?,2025-08-10,2
20250810-00060,Rider was rude,2025-08-10,3
20250810-00061,Abusive behaviour,2025-08-10,1
20250810-00062,Rider no show,2025-08-10,3
20250810-00063,Food smelled bad,2025-08-10,4
20250810-00064,Order was late by 40 mins,2025-08-10,3
20250810-00065,Burger arrived cold and soggy,2025-08-10,2
20250810-00066,Cold pizza,2025-08-10,4
20250810-00067,GPS kept jumping,2025-08-10,1
20250810-00068,GPS kept jumping,2025-08-10,2
20250810-00069,Very impolite on call,2025-08-10,4
20250810-00070,Delivery stuck on the map,2025-08-10,3
20250810-00071,Refund taking too long,2025-08-10,3
20250810-00072,Order was late by 40 mins,2025-08-10,3
20250810-00073,Money not refunded yet,2025-08-10,3
20250810-00074,Misbehaved at the door,2025-08-10,3
20250810-00075,Reached very late,2025-08-10,3
20250810-00076,Refund taking too long,2025-08-10,1
20250810-00077,Refund taking too long,2025-08-10,3
20250810-00078,Promo code failed,2025-08-10,2
20250810-00079,App keeps crashing,2025-08-10,3
20250810-00080,Driver took wrong route,2025-08-10,2
20250810-00081,Rider no show,2025-08-10,2
20250810-00082,Cold pizza,2025-08-10,1
20250810-00083,App keeps crashing,2025-08-10,2
20250810-00084,Stale paratha,2025-08-10,2
20250810-00085,Rider was rude,2025-08-10,2
20250810-00086,Food smelled bad,2025-08-10,2
20250810-00087,Discount not applied,2025-08-10,4
20250810-00088,Reached very late,2025-08-10,1
20250810-00089,Delivery stuck on the map,2025-08-10,3
20250810-00090,Cold pizza,2025-08-10,2
20250810-00091,Promo code failed,2025-08-10,3
20250810-00092,Promo code failed,2025-08-10,4
20250810-00093,Map pin wrong,2025-08-10,4
20250810-00094,Reached very late,2025-08-10,5
20250810-00095,Money not refunded yet,2025-08-10,3
20250810-00096,Rider no show,2025-08-10,1
20250810-00097,Driver took wrong route,2025-08-10,3
20250810-00098,Refund taking too long,2025-08-10,2
20250810-00099,Need 24x7 Instamart,2025-08-10,5
20250810-00100,Discount not applied,2025-08-10,3
20250810-00101,App hangs on payment,2025-08-10,1
20250810-00102,Money not refunded yet,2025-08-10,4
20250810-00103,Driver took wrong route,2025-08-10,2
20250810-00104,Driver took wrong route,2025-08-10,3
20250810-00105,Misbehaved at the door,2025-08-10,4
20250810-00106,Refund pending for a week,2025-08-10,4
20250810-00107,Money not refunded yet,2025-08-10,4
