reviewId,reviewText,reviewDate,rating
20250819-00001,Misbehaved at the door,2025-08-19,2
20250819-00002,Bring back 10 minute delivery,2025-08-19,4
20250819-00003,Refund pending for a week,2025-08-19,3
20250819-00004,Reached very late,2025-08-19,2
20250819-00005,Very impolite on call,2025-08-19,4
20250819-00006,Burger arrived cold and soggy,2025-08-19,2
20250819-00007,GPS kept jumping,2025-08-19,4
20250819-00008,Burger arrived cold and soggy,2025-08-19,3
20250819-00009,Discount not applied,2025-08-19,3
20250819-00010,Discount not applied,2025-08-19,2
20250819-00011,Money not refunded yet,2025-08-19,2
20250819-00012,Bring back 10 minute delivery,2025-08-19,1
20250819-00013,Cold pizza,2025-08-19,3
20250819-00014,Discount not applied,2025-08-19,2
20250819-00015,Reached very late,2025-08-19,4
20250819-00016,Misbehaved at the door,2025-08-19,3
20250819-00017,Refund pending for a week,2025-08-19,3
20250819-00018,Rider was rude,2025-08-19,3
20250819-00019,Refund taking too long,2025-08-19,3
20250819-00020,Burger arrived cold and soggy,2025-08-19,3
20250819-00021,Cold pizza,2025-08-19,4
20250819-00022,Refund pending for a week,2025-08-19,3
20250819-00023,Refund pending for a week,2025-08-19,3
20250819-00024,Driver took wrong route,2025-08-19,3
20250819-00025,Promo code failed,2025-08-19,2
20250819-00026,Money not refunded yet,2025-08-19,3
20250819-00027,Need 24x7 Instamart,2025-08-19,3
20250819-00028,Rider no show,2025-08-19,5
20250819-00029,Refund taking too long,2025-08-19,1
20250819-00030,Reached very late,2025-08-19,3
20250819-00031,Location inaccurate,2025-08-19,3
20250819-00032,App keeps crashing,2025-08-19,4
20250819-00033,Misbehaved at the door,2025-08-19,3
20250819-00034,Delivery stuck on the map,2025-08-19,3
20250819-00035,Abusive behaviour,2025-08-19,2
20250819-00036,Money not refunded yet,2025-08-19,2
20250819-00037,App keeps crashing,2025-08-19,2
20250819-00038,Misbehaved at the door,2025-08-19,3
20250819-00039,Instant bolt delivery was great,2025-08-19,2
20250819-00040,Map not updating,2025-08-19,4
20250819-00041,Promo code failed,2025-08-19,2
20250819-00042,Very impolite on call,2025-08-19,1
20250819-00043,Night delivery please,2025-08-19,2
20250819-00044,Food smelled bad,2025-08-19,1
20250819-00045,Instant bolt delivery was great,2025-08-19,1
20250819-00046,Instant bolt delivery was great,2025-08-19,2
20250819-00047,GPS kept jumping,2025-08-19,5
20250819-00048,Location inaccurate,2025-08-19,2
20250819-00049,Force closes on checkout,2025-08-19,2
20250819-00050,Discount not applied,2025-08-19,2
20250819-00051,Need 24x7 Instamart,2025-08-19,3
20250819-00052,Rider no show,2025-08-19,4
20250819-00053,Delivery stuck on the map,2025-08-19,4
20250819-00054,App hangs on payment,2025-08-19,5
20250819-00055,Rider no show,2025-08-19,4
20250819-00056,Rotten salad,2025-08-19,1
20250819-00057,Refund pending for a week,2025-08-19,2
20250819-00058,Delivery stuck on the map,2025-08-19,3
20250819-00059,Discount not applied,2025-08-19,3
20250819-00060,Instant bolt delivery was great,2025-08-19,3
20250819-00061,Driver took wrong route,2025-08-19,1
20250819-00062,Money not refunded yet,2025-08-19,3
20250819-00063,Rider was rude,2025-08-19,4
20250819-00064,Food smelled bad,2025-08-19,2
20250819-00065,Delivery stuck on the map,2025-08-19,2
20250819-00066,Please keep Instamart open all night,2025-08-19,4
20250819-00067,Delivery stuck on the map,2025-08-19,3
20250819-00068,Refund pending for a week,2025-08-19,3
20250819-00069,Location inaccurate,2025-08-19,2
20250819-00070,Rotten salad,2025-08-19,5
20250819-00071,Promo code failed,2025-08-19,2
20250819-00072,Coupon not working,2025-08-19,2
20250819-00073,Refund pending for a week,2025-08-19,3
20250819-00074,Location inaccurate,2025-08-19,1
20250819-00075,GPS kept jumping,2025-08-19,4
20250819-00076,Map pin wrong,2025-08-19,2
20250819-00077,Rider no show,2025-08-19,2
20250819-00078,Refund taking too long,2025-08-19,3
20250819-00079,Reached very late,2025-08-19,4
20250819-00080,Map pin wrong,2025-08-19,3
20250819-00081,Order was late by 40 mins,2025-08-19,2
20250819-00082,Promo code failed,2025-08-19,2
20250819-00083,GPS kept jumping,2025-08-19,4
20250819-00084,Please keep Instamart open all night,2025-08-19,3
20250819-00085,Please keep Instamart open all night,2025-08-19,2
20250819-00086,Discount not applied,2025-08-19,4
20250819-00087,Refund pending for a week,2025-08-19,4
20250819-00088,Order was late by 40 mins,2025-08-19,3
20250819-00089,Reached very late,2025-08-19,2
20250819-00090,Please keep Instamart open all night,2025-08-19,4
20250819-00091,Rider no show,2025-08-19,2
20250819-00092,Rotten salad,2025-08-19,2
20250819-00093,Refund taking too long,2025-08-19,3
20250819-00094,Order was late by 40 mins,2025-08-19,4
20250819-00095,Instant bolt delivery was great,2025-08-19,3
20250819-00096,Abusive behaviour,2025-08-19,3
20250819-00097,Driver took wrong route,2025-08-19,2
20250819-00098,Stale paratha,2025-08-19,1
20250819-00099,Reached very late,2025-08-19,1
20250819-00100,GPS kept jumping,2025-08-19,2
20250819-00101,Order was late by 40 mins,2025-08-19,3
20250819-00102,Rider no show,2025-08-19,4
20250819-00103,Please keep Instamart open all night,2025-08-19,2
20250819-00104,Money not refunded yet,2025-08-19,3
20250819-00105,GPS kept jumping,2025-08-19,3
20250819-00106,Burger arrived cold and soggy,2025-08-19,4
20250819-00107,Force closes on checkout,2025-08-19,2
20250819-00108,Abusive behaviour,2025-08-19,1
20250819-00109,Force closes on checkout,2025-08-19,3
20250819-00110,Rotten salad,2025-08-19,3
20250819-00111,Where is 10 min delivery?,2025-08-19,3
20250819-00112,Driver took wrong route,2025-08-19,4
20250819-00113,Location inaccurate,2025-08-19,3
20250819-00114,Please keep Instamart open all night,2025-08-19,3
20250819-00115,Night delivery please,2025-08-19,2
20250819-00116,Driver took wrong route,2025-08-19,3
20250819-00117,Offer didn't work,2025-08-19,5
20250819-00118,Rider was rude,2025-08-19,4
20250819-00119,Reached very late,2025-08-19,4
20250819-00120,Bring back 10 minute delivery,2025-08-19,2
20250819-00121,Misbehaved at the door,2025-08-19,2
20250819-00122,Burger arrived cold and soggy,2025-08-19,2
20250819-00123,App hangs on payment,2025-08-19,2
20250819-00124,Delivery stuck on the map,2025-08-19,2
20250819-00125,Where is 10 min delivery?,2025-08-19,3
20250819-00126,Refund taking too long,2025-08-19,2
20250819-00127,App keeps crashing,2025-08-19,3
20250819-00128,Bring back 10 minute delivery,2025-08-19,4
20250819-00129,Coupon not working,2025-08-19,3
20250819-00130,Please keep Instamart open all night,2025-08-19,1
20250819-00131,Location inaccurate,2025-08-19,1
20250819-00132,Cold pizza,2025-08-19,2
20250819-00133,Food smelled bad,2025-08-19,2
20250819-00134,Stale paratha,2025-08-19,2
20250819-00135,Map not updating,2025-08-19,2
20250819-00136,Driver took wrong route,2025-08-19,2
20250819-00137,Cold pizza,2025-08-19,3
20250819-00138,Map pin wrong,2025-08-19,4
20250819-00139,Promo code failed,2025-08-19,2
20250819-00140,Misbehaved at the door,2025-08-19,4
20250819-00141,Coupon not working,2025-08-19,3
20250819-00142,Offer didn't work,2025-08-19,2
20250819-00143,Reached very late,2025-08-19,3
20250819-00144,Abusive behaviour,2025-08-19,2
20250819-00145,Where is 10 min delivery?,2025-08-19,1
20250819-00146,Refund pending for a week,2025-08-19,5
20250819-00147,Reached very late,2025-08-19,3
20250819-00148,Driver took wrong route,2025-08-19,3
20250819-00149,Discount not applied,2025-08-19,3
20250819-00150,Please keep Instamart open all night,2025-08-19,3
20250819-00151,Location inaccurate,2025-08-19,2
20250819-00152,Instant bolt delivery was great,2025-08-19,3
20250819-00153,Rider no show,2025-08-19,4
20250819-00154,Offer didn't work,2025-08-19,3
20250819-00155,Money not refunded yet,2025-08-19,1
20250819-00156,Force closes on checkout,2025-08-19,2
20250819-00157,Instant bolt delivery was great,2025-08-19,4
20250819-00158,Offer didn't work,2025-08-19,3
20250819-00159,Abusive behaviour,2025-08-19,2
20250819-00160,Order was late by 40 mins,2025-08-19,2
20250819-00161,Map not updating,2025-08-19,2
20250819-00162,Delivery stuck on the map,2025-08-19,4
