reviewId,reviewText,reviewDate,rating
20250815-00001,Food smelled bad,2025-08-15,2
20250815-00002,GPS kept jumping,2025-08-15,5
20250815-00003,Refund pending for a week,2025-08-15,4
20250815-00004,Reached very late,2025-08-15,3
20250815-00005,GPS kept jumping,2025-08-15,2
20250815-00006,Map pin wrong,2025-08-15,2
20250815-00007,Driver took wrong route,2025-08-15,5
20250815-00008,Refund taking too long,2025-08-15,2
20250815-00009,Reached very late,2025-08-15,2
20250815-00010,Map not updating,2025-08-15,3
20250815-00011,Need 24x7 Instamart,2025-08-15,3
20250815-00012,Very impolite on call,2025-08-15,4
20250815-00013,Delivery stuck on the map,2025-08-15,1
20250815-00014,Reached very late,2025-08-15,4
20250815-00015,App keeps crashing,2025-08-15,2
20250815-00016,Reached very late,2025-08-15,1
20250815-00017,Coupon not working,2025-08-15,4
20250815-00018,Food smelled bad,2025-08-15,4
20250815-00019,App hangs on payment,2025-08-15,2
20250815-00020,Money not refunded yet,2025-08-15,3
20250815-00021,GPS kept jumping,2025-08-15,2
20250815-00022,Refund taking too long,2025-08-15,1
20250815-00023,Cold pizza,2025-08-15,1
20250815-00024,Coupon not working,2025-08-15,4
20250815-00025,Very impolite on call,2025-08-15,1
20250815-00026,Very impolite on call,2025-08-15,3
20250815-00027,Need 24x7 Instamart,2025-08-15,4
20250815-00028,Refund taking too long,2025-08-15,2
20250815-00029,Order was late by 40 mins,2025-08-15,1
20250815-00030,Cold pizza,2025-08-15,3
20250815-00031,Offer didn't work,2025-08-15,5
20250815-00032,Food smelled bad,2025-08-15,1
20250815-00033,Money not refunded yet,2025-08-15,3
20250815-00034,Map not updating,2025-08-15,2
20250815-00035,Refund pending for a week,2025-08-15,2
20250815-00036,Cold pizza,2025-08-15,3
20250815-00037,App keeps crashing,2025-08-15,3
20250815-00038,Night delivery please,2025-08-15,2
20250815-00039,Discount not applied,2025-08-15,1
20250815-00040,Night delivery please,2025-08-15,2
20250815-00041,Driver took wrong route,2025-08-15,5
20250815-00042,Refund pending for a week,2025-08-15,2
20250815-00043,Driver took wrong route,2025-08-15,2
20250815-00044,Refund taking too long,2025-08-15,3
20250815-00045,Discount not applied,2025-08-15,4
