reviewId,reviewText,reviewDate,rating
20250829-00001,Need 24x7 Instamart,2025-08-29,2
20250829-00002,App keeps crashing,2025-08-29,2
20250829-00003,Coupon not working,2025-08-29,4
20250829-00004,Refund taking too long,2025-08-29,3
20250829-00005,Refund taking too long,2025-08-29,4
20250829-00006,Rider no show,2025-08-29,3
20250829-00007,Please keep Instamart open all night,2025-08-29,3
20250829-00008,Driver took wrong route,2025-08-29,3
20250829-00009,Coupon not working,2025-08-29,3
20250829-00010,Order was late by 40 mins,2025-08-29,4
20250829-00011,Stale paratha,2025-08-29,2
20250829-00012,Coupon not working,2025-08-29,3
20250829-00013,Order was late by 40 mins,2025-08-29,1
20250829-00014,Reached very late,2025-08-29,2
20250829-00015,Night delivery please,2025-08-29,3
20250829-00016,Order was late by 40 mins,2025-08-29,3
20250829-00017,Food smelled bad,2025-08-29,4
20250829-00018,App keeps crashing,2025-08-29,3
20250829-00019,Rider no show,2025-08-29,1
20250829-00020,Refund taking too long,2025-08-29,3
20250829-00021,Rotten salad,2025-08-29,2
20250829-00022,Rotten salad,2025-08-29,2
20250829-00023,Instant bolt delivery was great,2025-08-29,2
20250829-00024,Need 24x7 Instamart,2025-08-29,2
20250829-00025,Order was late by 40 mins,2025-08-29,1
20250829-00026,Abusive behaviour,2025-08-29,3
20250829-00027,Location inaccurate,2025-08-29,1
20250829-00028,Cold pizza,2025-08-29,3
20250829-00029,Instant bolt delivery was great,2025-08-29,2
20250829-00030,Order was late by 40 mins,2025-08-29,1
20250829-00031,Refund taking too long,2025-08-29,3
20250829-00032,Burger arrived cold and soggy,2025-08-29,3
20250829-00033,Offer didn't work,2025-08-29,2
20250829-00034,Driver took wrong route,2025-08-29,2
20250829-00035,Misbehaved at the door,2025-08-29,1
20250829-00036,Map pin wrong,2025-08-29,4
20250829-00037,Money not refunded yet,2025-08-29,2
20250829-00038,App keeps crashing,2025-08-29,2
20250829-00039,Where is 10 min delivery?,2025-08-29,2
20250829-00040,Map pin wrong,2025-08-29,3
20250829-00041,Delivery stuck on the map,2025-08-29,3
20250829-00042,Misbehaved at the door,2025-08-29,2
20250829-00043,Map pin wrong,2025-08-29,1
20250829-00044,Promo code failed,2025-08-29,3
20250829-00045,Driver took wrong route,2025-08-29,2
20250829-00046,Need 24x7 Instamart,2025-08-29,1
20250829-00047,Force closes on checkout,2025-08-29,3
20250829-00048,App hangs on payment,2025-08-29,3
