reviewId,reviewText,reviewDate,rating
20250803-00001,Cold pizza,2025-08-03,3
20250803-00002,Burger arrived cold and soggy,2025-08-03,1
20250803-00003,Location inaccurate,2025-08-03,3
20250803-00004,Discount not applied,2025-08-03,4
20250803-00005,Night delivery please,2025-08-03,2
20250803-00006,Order was late by 40 mins,2025-08-03,3
20250803-00007,Stale paratha,2025-08-03,4
20250803-00008,Cold pizza,2025-08-03,3
20250803-00009,App hangs on payment,2025-08-03,2
20250803-00010,Very impolite on call,2025-08-03,4
20250803-00011,Map pin wrong,2025-08-03,3
20250803-00012,Instant bolt delivery was great,2025-08-03,2
20250803-00013,Rotten salad,2025-08-03,3
20250803-00014,Night delivery please,2025-08-03,5
20250803-00015,Instant bolt delivery was great,2025-08-03,5
20250803-00016,Bring back 10 minute delivery,2025-08-03,2
20250803-00017,Location inaccurate,2025-08-03,3
20250803-00018,Refund pending for a week,2025-08-03,2
20250803-00019,Order was late by 40 mins,2025-08-03,3
20250803-00020,Rider no show,2025-08-03,2
20250803-00021,Please keep Instamart open all night,2025-08-03,2
20250803-00022,Coupon not working,2025-08-03,2
20250803-00023,Offer didn't work,2025-08-03,4
20250803-00024,Night delivery please,2025-08-03,3
20250803-00025,Map not updating,2025-08-03,3
20250803-00026,Burger arrived cold and soggy,2025-08-03,3
20250803-00027,Rider was rude,2025-08-03,1
20250803-00028,Driver took wrong route,2025-08-03,4
20250803-00029,App hangs on payment,2025-08-03,2
20250803-00030,Abusive behaviour,2025-08-03,4
20250803-00031,Promo code failed,2025-08-03,3
20250803-00032,Rotten salad,2025-08-03,4
20250803-00033,Misbehaved at the door,2025-08-03,4
20250803-00034,GPS kept jumping,2025-08-03,2
20250803-00035,Reached very late,2025-08-03,3
20250803-00036,Reached very late,2025-08-03,2
20250803-00037,Reached very late,2025-08-03,2
20250803-00038,Misbehaved at the door,2025-08-03,2
20250803-00039,Delivery stuck on the map,2025-08-03,3
20250803-00040,Reached very late,2025-08-03,4
20250803-00041,Map pin wrong,2025-08-03,3
20250803-00042,Delivery stuck on the map,2025-08-03,2
20250803-00043,Money not refunded yet,2025-08-03,3
20250803-00044,Refund taking too long,2025-08-03,2
20250803-00045,Please keep Instamart open all night,2025-08-03,3
20250803-00046,Map pin wrong,2025-08-03,2
20250803-00047,GPS kept jumping,2025-08-03,3
20250803-00048,Coupon not working,2025-08-03,2
20250803-00049,Refund taking too long,2025-08-03,4
20250803-00050,Instant bolt delivery was great,2025-08-03,3
20250803-00051,Rider no show,2025-08-03,2
20250803-00052,Very impolite on call,2025-08-03,3
20250803-00053,Discount not applied,2025-08-03,5
20250803-00054,Rider no show,2025-08-03,4
20250803-00055,App hangs on payment,2025-08-03,2
20250803-00056,Money not refunded yet,2025-08-03,3
20250803-00057,Map not updating,2025-08-03,4
20250803-00058,Driver took wrong route,2025-08-03,4
20250803-00059,Reached very late,2025-08-03,3
20250803-00060,Map not updating,2025-08-03,3
20250803-00061,Delivery stuck on the map,2025-08-03,1
20250803-00062,Night delivery please,2025-08-03,2
20250803-00063,Delivery stuck on the map,2025-08-03,3
20250803-00064,Promo code failed,2025-08-03,3
20250803-00065,Order was late by 40 mins,2025-08-03,2
20250803-00066,Rider no show,2025-08-03,3
20250803-00067,Where is 10 min delivery?,2025-08-03,3
20250803-00068,Order was late by 40 mins,2025-08-03,2
20250803-00069,Burger arrived cold and soggy,2025-08-03,2
20250803-00070,Money not refunded yet,2025-08-03,2
20250803-00071,Reached very late,2025-08-03,2
20250803-00072,Rotten salad,2025-08-03,2
20250803-00073,Driver took wrong route,2025-08-03,3
20250803-00074,Discount not applied,2025-08-03,3
20250803-00075,Bring back 10 minute delivery,2025-08-03,1
20250803-00076,Location inaccurate,2025-08-03,3
20250803-00077,GPS kept jumping,2025-08-03,3
20250803-00078,Very impolite on call,2025-08-03,2
20250803-00079,Delivery stuck on the map,2025-08-03,2
20250803-00080,Instant bolt delivery was great,2025-08-03,4
20250803-00081,Refund pending for a week,2025-08-03,2
20250803-00082,Refund pending for a week,2025-08-03,2
20250803-00083,Bring back 10 minute delivery,2025-08-03,3
20250803-00084,GPS kept jumping,2025-08-03,3
20250803-00085,Refund taking too long,2025-08-03,3
20250803-00086,Delivery stuck on the map,2025-08-03,2
20250803-00087,GPS kept jumping,2025-08-03,4
20250803-00088,GPS kept jumping,2025-08-03,3
20250803-00089,Cold pizza,2025-08-03,4
20250803-00090,App keeps crashing,2025-08-03,3
20250803-00091,Driver took wrong route,2025-08-03,3
20250803-00092,Reached very late,2025-08-03,3
20250803-00093,Force closes on checkout,2025-08-03,2
20250803-00094,Misbehaved at the door,2025-08-03,1
20250803-00095,Abusive behaviour,2025-08-03,2
