reviewId,reviewText,reviewDate,rating
20250801-00001,Map not updating,2025-08-01,2
20250801-00002,Offer didn't work,2025-08-01,3
20250801-00003,Driver took wrong route,2025-08-01,2
20250801-00004,Cold pizza,2025-08-01,4
20250801-00005,Coupon not working,2025-08-01,2
20250801-00006,Refund pending for a week,2025-08-01,2
20250801-00007,Need 24x7 Instamart,2025-08-01,3
20250801-00008,Promo code failed,2025-08-01,4
20250801-00009,Rotten salad,2025-08-01,1
20250801-00010,Map pin wrong,2025-08-01,3
20250801-00011,GPS kept jumping,2025-08-01,3
20250801-00012,Rotten salad,2025-08-01,3
20250801-00013,Refund pending for a week,2025-08-01,2
20250801-00014,Bring back 10 minute delivery,2025-08-01,2
20250801-00015,Map pin wrong,2025-08-01,3
20250801-00016,Need 24x7 Instamart,2025-08-01,3
20250801-00017,Night delivery please,2025-08-01,3
20250801-00018,GPS kept jumping,2025-08-01,4
20250801-00019,Instant bolt delivery was great,2025-08-01,2
20250801-00020,Burger arrived cold and soggy,2025-08-01,3
20250801-00021,Order was late by 40 mins,2025-08-01,2
20250801-00022,Burger arrived cold and soggy,2025-08-01,2
20250801-00023,Money not refunded yet,2025-08-01,3
20250801-00024,Reached very late,2025-08-01,3
20250801-00025,Rider no show,2025-08-01,3
20250801-00026,Offer didn't work,2025-08-01,1
20250801-00027,Abusive behaviour,2025-08-01,2
20250801-00028,Bring back 10 minute delivery,2025-08-01,2
20250801-00029,Bring back 10 minute delivery,2025-08-01,3
20250801-00030,Location inaccurate,2025-08-01,3
20250801-00031,Driver took wrong route,2025-08-01,4
20250801-00032,Force closes on checkout,2025-08-01,2
20250801-00033,Misbehaved at the door,2025-08-01,3
20250801-00034,Delivery stuck on the map,2025-08-01,4
20250801-00035,Driver took wrong route,2025-08-01,4
20250801-00036,Map not updating,2025-08-01,2
20250801-00037,Map pin wrong,2025-08-01,3
20250801-00038,Refund pending for a week,2025-08-01,3
20250801-00039,Refund pending for a week,2025-08-01,3
20250801-00040,Order was late by 40 mins,2025-08-01,3
20250801-00041,Rider was rude,2025-08-01,5
20250801-00042,Instant bolt delivery was great,2025-08-01,4
20250801-00043,Misbehaved at the door,2025-08-01,3
20250801-00044,Driver took wrong route,2025-08-01,2
20250801-00045,Map not updating,2025-08-01,2
20250801-00046,Map not updating,2025-08-01,2
20250801-00047,Abusive behaviour,2025-08-01,3
20250801-00048,GPS kept jumping,2025-08-01,3
20250801-00049,Instant bolt delivery was great,2025-08-01,1
20250801-00050,Location inaccurate,2025-08-01,3
20250801-00051,Coupon not working,2025-08-01,3
20250801-00052,Reached very late,2025-08-01,4
20250801-00053,Delivery stuck on the map,2025-08-01,2
20250801-00054,Abusive behaviour,2025-08-01,3
20250801-00055,Burger arrived cold and soggy,2025-08-01,2
20250801-00056,Driver took wrong route,2025-08-01,3
20250801-00057,Force closes on checkout,2025-08-01,3
20250801-00058,Food smelled bad,2025-08-01,3
20250801-00059,Refund pending for a week,2025-08-01,4
20250801-00060,Food smelled bad,2025-08-01,3
20250801-00061,Map pin wrong,2025-08-01,1
20250801-00062,Promo code failed,2025-08-01,3
20250801-00063,Misbehaved at the door,2025-08-01,3
