reviewId,reviewText,reviewDate,rating
20250828-00001,App hangs on payment,2025-08-28,3
20250828-00002,Money not refunded yet,2025-08-28,5
20250828-00003,Location inaccurate,2025-08-28,3
20250828-00004,Driver took wrong route,2025-08-28,3
20250828-00005,Cold pizza,2025-08-28,3
20250828-00006,Promo code failed,2025-08-28,2
20250828-00007,Rider no show,2025-08-28,2
20250828-00008,Reached very late,2025-08-28,5
20250828-00009,Discount not applied,2025-08-28,1
20250828-00010,Stale paratha,2025-08-28,3
20250828-00011,Abusive behaviour,2025-08-28,4
20250828-00012,Driver took wrong route,2025-08-28,3
20250828-00013,Money not refunded yet,2025-08-28,3
20250828-00014,Rotten salad,2025-08-28,2
20250828-00015,Promo code failed,2025-08-28,4
20250828-00016,Stale paratha,2025-08-28,2
20250828-00017,Rotten salad,2025-08-28,3
20250828-00018,Night delivery please,2025-08-28,2
20250828-00019,Discount not applied,2025-08-28,2
20250828-00020,Refund pending for a week,2025-08-28,4
20250828-00021,Map not updating,2025-08-28,4
20250828-00022,Abusive behaviour,2025-08-28,3
20250828-00023,Reached very late,2025-08-28,4
20250828-00024,Refund taking too long,2025-08-28,2
20250828-00025,Driver took wrong route,2025-08-28,2
20250828-00026,Offer didn't work,2025-08-28,3
20250828-00027,App hangs on payment,2025-08-28,2
20250828-00028,Money not refunded yet,2025-08-28,3
20250828-00029,Please keep Instamart open all night,2025-08-28,4
20250828-00030,Promo code failed,2025-08-28,2
20250828-00031,Instant bolt delivery was great,2025-08-28,3
20250828-00032,Night delivery please,2025-08-28,4
20250828-00033,Misbehaved at the door,2025-08-28,3
20250828-00034,Coupon not working,2025-08-28,2
20250828-00035,Reached very late,2025-08-28,2
20250828-00036,Delivery stuck on the map,2025-08-28,4
20250828-00037,App hangs on payment,2025-08-28,2
20250828-00038,Please keep Instamart open all night,2025-08-28,3
20250828-00039,Rider was rude,2025-08-28,4
20250828-00040,Food smelled bad,2025-08-28,4
20250828-00041,Force closes on checkout,2025-08-28,3
20250828-00042,Instant bolt delivery was great,2025-08-28,3
20250828-00043,Order was late by 40 mins,2025-08-28,5
20250828-00044,Refund pending for a week,2025-08-28,1
20250828-00045,App keeps crashing,2025-08-28,3
20250828-00046,Food smelled bad,2025-08-28,2
20250828-00047,Rotten salad,2025-08-28,1
20250828-00048,App hangs on payment,2025-08-28,2
20250828-00049,Promo code failed,2025-08-28,2
20250828-00050,Refund taking too long,2025-08-28,3
20250828-00051,Refund pending for a week,2025-08-28,2
20250828-00052,Refund taking too long,2025-08-28,4
20250828-00053,Force closes on checkout,2025-08-28,4
20250828-00054,Please keep Instamart open all night,2025-08-28,2
20250828-00055,Abusive behaviour,2025-08-28,1
20250828-00056,Instant bolt delivery was great,2025-08-28,2
20250828-00057,Very impolite on call,2025-08-28,3
20250828-00058,Money not refunded yet,2025-08-28,3
20250828-00059,Coupon not working,2025-08-28,4
20250828-00060,Discount not applied,2025-08-28,3
20250828-00061,Refund pending for a week,2025-08-28,2
20250828-00062,Refund pending for a week,2025-08-28,3
20250828-00063,Coupon not working,2025-08-28,2
20250828-00064,Burger arrived cold and soggy,2025-08-28,2
20250828-00065,Instant bolt delivery was great,2025-08-28,3
20250828-00066,Cold pizza,2025-08-28,4
20250828-00067,Reached very late,2025-08-28,2
20250828-00068,Bring back 10 minute delivery,2025-08-28,3
20250828-00069,Money not refunded yet,2025-08-28,4
20250828-00070,Order was late by 40 mins,2025-08-28,3
20250828-00071,Driver took wrong route,2025-08-28,2
20250828-00072,Order was late by 40 mins,2025-08-28,2
20250828-00073,Reached very late,2025-08-28,1
20250828-00074,Stale paratha,2025-08-28,3
20250828-00075,Refund pending for a week,2025-08-28,5
20250828-00076,Map not updating,2025-08-28,4
20250828-00077,Delivery stuck on the map,2025-08-28,1
20250828-00078,Reached very late,2025-08-28,3
20250828-00079,Misbehaved at the door,2025-08-28,1
20250828-00080,Refund pending for a week,2025-08-28,2
20250828-00081,Cold pizza,2025-08-28,3
20250828-00082,Refund pending for a week,2025-08-28,5
20250828-00083,Food smelled bad,2025-08-28,4
20250828-00084,Driver took wrong route,2025-08-28,1
20250828-00085,Instant bolt delivery was great,2025-08-28,2
20250828-00086,Delivery stuck on the map,2025-08-28,4
20250828-00087,Night delivery please,2025-08-28,4
20250828-00088,Cold pizza,2025-08-28,2
20250828-00089,Rider was rude,2025-08-28,3
20250828-00090,Map not updating,2025-08-28,2
20250828-00091,Money not refunded yet,2025-08-28,4
20250828-00092,Rider was rude,2025-08-28,1
20250828-00093,App hangs on payment,2025-08-28,1
20250828-00094,Driver took wrong route,2025-08-28,1
20250828-00095,Money not refunded yet,2025-08-28,2
20250828-00096,Rider was rude,2025-08-28,3
20250828-00097,Reached very late,2025-08-28,2
20250828-00098,Abusive behaviour,2025-08-28,3
20250828-00099,Reached very late,2025-08-28,2
20250828-00100,Delivery stuck on the map,2025-08-28,2
20250828-00101,Abusive behaviour,2025-08-28,3
20250828-00102,Delivery stuck on the map,2025-08-28,2
20250828-00103,Stale paratha,2025-08-28,2
20250828-00104,Need 24x7 Instamart,2025-08-28,4
20250828-00105,Force closes on checkout,2025-08-28,2
20250828-00106,Abusive behaviour,2025-08-28,1
20250828-00107,Order was late by 40 mins,2025-08-28,3
20250828-00108,Reached very late,2025-08-28,3
20250828-00109,Cold pizza,2025-08-28,4
20250828-00110,GPS kept jumping,2025-08-28,2
20250828-00111,Money not refunded yet,2025-08-28,4
20250828-00112,Delivery stuck on the map,2025-08-28,4
20250828-00113,Money not refunded yet,2025-08-28,2
20250828-00114,Delivery stuck on the map,2025-08-28,3
20250828-00115,Bring back 10 minute delivery,2025-08-28,4
